Sdate,Cosit,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,AvgSpeed,Date,Hour,Day,Week
07/12/2012 08:00,1083,6,SB_NS,2,South,820,15726,07/12/2012,8,Friday,Weekdays
07/12/2012 09:00,1083,1,NB_NS,1,North,629,13719,07/12/2012,9,Friday,Weekdays
07/12/2012 09:00,1083,2,NB_MID,1,North,852,14662,07/12/2012,9,Friday,Weekdays
07/12/2012 09:00,1083,3,NB_OS,1,North,860,15744,07/12/2012,9,Friday,Weekdays
07/12/2012 09:00,1083,4,SB_OS,2,South,460,16916,07/12/2012,9,Friday,Weekdays
07/12/2012 09:00,1083,5,SB_MID,2,South,598,16767,07/12/2012,9,Friday,Weekdays
07/12/2012 09:00,1083,6,SB_NS,2,South,614,15959,07/12/2012,9,Friday,Weekdays
07/12/2012 10:00,1083,1,NB_NS,1,North,552,14194,07/12/2012,10,Friday,Weekdays
07/12/2012 10:00,1083,2,NB_MID,1,North,723,15433,07/12/2012,10,Friday,Weekdays
07/12/2012 10:00,1083,3,NB_OS,1,North,551,16908,07/12/2012,10,Friday,Weekdays
07/12/2012 10:00,1083,4,SB_OS,2,South,450,17033,07/12/2012,10,Friday,Weekdays
07/12/2012 10:00,1083,5,SB_MID,2,South,543,16937,07/12/2012,10,Friday,Weekdays
07/12/2012 10:00,1083,6,SB_NS,2,South,589,16091,07/12/2012,10,Friday,Weekdays
07/12/2012 11:00,1083,1,NB_NS,1,North,535,14360,07/12/2012,11,Friday,Weekdays
07/12/2012 11:00,1083,2,NB_MID,1,North,716,15682,07/12/2012,11,Friday,Weekdays
07/12/2012 11:00,1083,3,NB_OS,1,North,539,16845,07/12/2012,11,Friday,Weekdays
07/12/2012 11:00,1083,4,SB_OS,2,South,488,17170,07/12/2012,11,Friday,Weekdays
07/12/2012 11:00,1083,5,SB_MID,2,South,604,16679,07/12/2012,11,Friday,Weekdays
07/12/2012 11:00,1083,6,SB_NS,2,South,650,15916,07/12/2012,11,Friday,Weekdays
07/12/2012 23:00,1083,1,NB_NS,1,North,158,16313,07/12/2012,23,Friday,Weekdays
07/12/2012 23:00,1083,2,NB_MID,1,North,245,17412,07/12/2012,23,Friday,Weekdays
07/12/2012 23:00,1083,3,NB_OS,1,North,134,18250,07/12/2012,23,Friday,Weekdays
07/12/2012 23:00,1083,4,SB_OS,2,South,141,18126,07/12/2012,23,Friday,Weekdays
07/12/2012 23:00,1083,5,SB_MID,2,South,285,17811,07/12/2012,23,Friday,Weekdays
07/12/2012 23:00,1083,6,SB_NS,2,South,284,16958,07/12/2012,23,Friday,Weekdays
08/12/2012 00:00,1083,1,NB_NS,1,North,127,16800,08/12/2012,0,Saturday,Weekend
08/12/2012 00:00,1083,2,NB_MID,1,North,235,17623,08/12/2012,0,Saturday,Weekend
08/12/2012 00:00,1083,3,NB_OS,1,North,90,18960,08/12/2012,0,Saturday,Weekend
08/12/2012 00:00,1083,4,SB_OS,2,South,87,18368,08/12/2012,0,Saturday,Weekend
08/12/2012 00:00,1083,5,SB_MID,2,South,239,18393,08/12/2012,0,Saturday,Weekend
08/12/2012 00:00,1083,6,SB_NS,2,South,233,17073,08/12/2012,0,Saturday,Weekend
08/12/2012 01:00,1083,1,NB_NS,1,North,101,16694,08/12/2012,1,Saturday,Weekend
08/12/2012 01:00,1083,2,NB_MID,1,North,199,18100,08/12/2012,1,Saturday,Weekend
08/12/2012 01:00,1083,3,NB_OS,1,North,75,18807,08/12/2012,1,Saturday,Weekend
08/12/2012 01:00,1083,4,SB_OS,2,South,72,18422,08/12/2012,1,Saturday,Weekend
08/12/2012 01:00,1083,5,SB_MID,2,South,213,18598,08/12/2012,1,Saturday,Weekend
08/12/2012 01:00,1083,6,SB_NS,2,South,188,17798,08/12/2012,1,Saturday,Weekend
08/12/2012 02:00,1083,1,NB_NS,1,North,75,16618,08/12/2012,2,Saturday,Weekend
08/12/2012 02:00,1083,2,NB_MID,1,North,188,18586,08/12/2012,2,Saturday,Weekend
08/12/2012 02:00,1083,3,NB_OS,1,North,50,19156,08/12/2012,2,Saturday,Weekend
08/12/2012 02:00,1083,4,SB_OS,2,South,63,19193,08/12/2012,2,Saturday,Weekend
08/12/2012 02:00,1083,5,SB_MID,2,South,177,18854,08/12/2012,2,Saturday,Weekend
08/12/2012 02:00,1083,6,SB_NS,2,South,127,18007,08/12/2012,2,Saturday,Weekend
08/12/2012 03:00,1083,1,NB_NS,1,North,57,16204,08/12/2012,3,Saturday,Weekend
08/12/2012 03:00,1083,2,NB_MID,1,North,145,18594,08/12/2012,3,Saturday,Weekend
08/12/2012 03:00,1083,3,NB_OS,1,North,36,19784,08/12/2012,3,Saturday,Weekend
08/12/2012 03:00,1083,4,SB_OS,2,South,31,19830,08/12/2012,3,Saturday,Weekend
08/12/2012 03:00,1083,5,SB_MID,2,South,115,19261,08/12/2012,3,Saturday,Weekend
08/12/2012 03:00,1083,6,SB_NS,2,South,107,18014,08/12/2012,3,Saturday,Weekend
08/12/2012 04:00,1083,1,NB_NS,1,North,45,17302,08/12/2012,4,Saturday,Weekend
08/12/2012 04:00,1083,2,NB_MID,1,North,92,18502,08/12/2012,4,Saturday,Weekend
08/12/2012 04:00,1083,3,NB_OS,1,North,8,18680,08/12/2012,4,Saturday,Weekend
08/12/2012 04:00,1083,4,SB_OS,2,South,20,20319,08/12/2012,4,Saturday,Weekend
08/12/2012 04:00,1083,5,SB_MID,2,South,84,18945,08/12/2012,4,Saturday,Weekend
08/12/2012 04:00,1083,6,SB_NS,2,South,73,18097,08/12/2012,4,Saturday,Weekend
08/12/2012 05:00,1083,1,NB_NS,1,North,67,16588,08/12/2012,5,Saturday,Weekend
08/12/2012 05:00,1083,2,NB_MID,1,North,93,17446,08/12/2012,5,Saturday,Weekend
08/12/2012 05:00,1083,3,NB_OS,1,North,29,18257,08/12/2012,5,Saturday,Weekend
08/12/2012 05:00,1083,4,SB_OS,2,South,26,18355,08/12/2012,5,Saturday,Weekend
08/12/2012 05:00,1083,5,SB_MID,2,South,76,18721,08/12/2012,5,Saturday,Weekend
08/12/2012 05:00,1083,6,SB_NS,2,South,76,17653,08/12/2012,5,Saturday,Weekend
08/12/2012 06:00,1083,1,NB_NS,1,North,126,17291,08/12/2012,6,Saturday,Weekend
08/12/2012 06:00,1083,2,NB_MID,1,North,149,18111,08/12/2012,6,Saturday,Weekend
08/12/2012 06:00,1083,3,NB_OS,1,North,68,18501,08/12/2012,6,Saturday,Weekend
08/12/2012 06:00,1083,4,SB_OS,2,South,62,18611,08/12/2012,6,Saturday,Weekend
08/12/2012 06:00,1083,5,SB_MID,2,South,118,18211,08/12/2012,6,Saturday,Weekend
08/12/2012 06:00,1083,6,SB_NS,2,South,113,17896,08/12/2012,6,Saturday,Weekend
08/12/2012 07:00,1083,1,NB_NS,1,North,134,16318,08/12/2012,7,Saturday,Weekend
08/12/2012 07:00,1083,2,NB_MID,1,North,244,17708,08/12/2012,7,Saturday,Weekend
08/12/2012 07:00,1083,3,NB_OS,1,North,187,18602,08/12/2012,7,Saturday,Weekend
08/12/2012 07:00,1083,4,SB_OS,2,South,127,18780,08/12/2012,7,Saturday,Weekend
08/12/2012 07:00,1083,5,SB_MID,2,South,201,17895,08/12/2012,7,Saturday,Weekend
08/12/2012 07:00,1083,6,SB_NS,2,South,213,17428,08/12/2012,7,Saturday,Weekend
08/12/2012 08:00,1083,1,NB_NS,1,North,255,15959,08/12/2012,8,Saturday,Weekend
08/12/2012 08:00,1083,2,NB_MID,1,North,411,17283,08/12/2012,8,Saturday,Weekend
08/12/2012 08:00,1083,3,NB_OS,1,North,338,18137,08/12/2012,8,Saturday,Weekend
08/12/2012 08:00,1083,4,SB_OS,2,South,222,18127,08/12/2012,8,Saturday,Weekend
08/12/2012 08:00,1083,5,SB_MID,2,South,320,17993,08/12/2012,8,Saturday,Weekend
08/12/2012 08:00,1083,6,SB_NS,2,South,316,17212,08/12/2012,8,Saturday,Weekend
08/12/2012 09:00,1083,1,NB_NS,1,North,397,15104,08/12/2012,9,Saturday,Weekend
08/12/2012 09:00,1083,2,NB_MID,1,North,529,16498,08/12/2012,9,Saturday,Weekend
08/12/2012 09:00,1083,3,NB_OS,1,North,466,17267,08/12/2012,9,Saturday,Weekend
08/12/2012 09:00,1083,4,SB_OS,2,South,351,17545,08/12/2012,9,Saturday,Weekend
08/12/2012 09:00,1083,5,SB_MID,2,South,394,17256,08/12/2012,9,Saturday,Weekend
08/12/2012 09:00,1083,6,SB_NS,2,South,462,16399,08/12/2012,9,Saturday,Weekend
08/12/2012 10:00,1083,1,NB_NS,1,North,536,14716,08/12/2012,10,Saturday,Weekend
08/12/2012 10:00,1083,2,NB_MID,1,North,686,15804,08/12/2012,10,Saturday,Weekend
08/12/2012 10:00,1083,3,NB_OS,1,North,521,16985,08/12/2012,10,Saturday,Weekend
08/12/2012 10:00,1083,4,SB_OS,2,South,487,17384,08/12/2012,10,Saturday,Weekend
08/12/2012 10:00,1083,5,SB_MID,2,South,546,16938,08/12/2012,10,Saturday,Weekend
08/12/2012 10:00,1083,6,SB_NS,2,South,580,16224,08/12/2012,10,Saturday,Weekend
08/12/2012 11:00,1083,1,NB_NS,1,North,557,14632,08/12/2012,11,Saturday,Weekend
08/12/2012 11:00,1083,2,NB_MID,1,North,685,15840,08/12/2012,11,Saturday,Weekend
08/12/2012 11:00,1083,3,NB_OS,1,North,560,16909,08/12/2012,11,Saturday,Weekend
08/12/2012 11:00,1083,4,SB_OS,2,South,520,17286,08/12/2012,11,Saturday,Weekend
08/12/2012 11:00,1083,5,SB_MID,2,South,611,17058,08/12/2012,11,Saturday,Weekend
08/12/2012 11:00,1083,6,SB_NS,2,South,631,16111,08/12/2012,11,Saturday,Weekend
08/12/2012 12:00,1083,1,NB_NS,1,North,612,14488,08/12/2012,12,Saturday,Weekend
08/12/2012 12:00,1083,2,NB_MID,1,North,710,15578,08/12/2012,12,Saturday,Weekend
08/12/2012 12:00,1083,3,NB_OS,1,North,621,16795,08/12/2012,12,Saturday,Weekend
08/12/2012 12:00,1083,4,SB_OS,2,South,618,17220,08/12/2012,12,Saturday,Weekend
08/12/2012 12:00,1083,5,SB_MID,2,South,638,16579,08/12/2012,12,Saturday,Weekend
08/12/2012 12:00,1083,6,SB_NS,2,South,757,15741,08/12/2012,12,Saturday,Weekend
08/12/2012 13:00,1083,1,NB_NS,1,North,651,14249,08/12/2012,13,Saturday,Weekend
08/12/2012 13:00,1083,2,NB_MID,1,North,747,15734,08/12/2012,13,Saturday,Weekend
08/12/2012 13:00,1083,3,NB_OS,1,North,612,16931,08/12/2012,13,Saturday,Weekend
08/12/2012 13:00,1083,4,SB_OS,2,South,597,17244,08/12/2012,13,Saturday,Weekend
08/12/2012 13:00,1083,5,SB_MID,2,South,678,16656,08/12/2012,13,Saturday,Weekend
08/12/2012 13:00,1083,6,SB_NS,2,South,726,15439,08/12/2012,13,Saturday,Weekend
08/12/2012 14:00,1083,1,NB_NS,1,North,629,14375,08/12/2012,14,Saturday,Weekend
08/12/2012 14:00,1083,2,NB_MID,1,North,692,15709,08/12/2012,14,Saturday,Weekend
08/12/2012 14:00,1083,3,NB_OS,1,North,557,16849,08/12/2012,14,Saturday,Weekend
08/12/2012 14:00,1083,4,SB_OS,2,South,629,16904,08/12/2012,14,Saturday,Weekend
08/12/2012 14:00,1083,5,SB_MID,2,South,686,16769,08/12/2012,14,Saturday,Weekend
08/12/2012 14:00,1083,6,SB_NS,2,South,702,15667,08/12/2012,14,Saturday,Weekend
08/12/2012 15:00,1083,1,NB_NS,1,North,566,14323,08/12/2012,15,Saturday,Weekend
08/12/2012 15:00,1083,2,NB_MID,1,North,627,15344,08/12/2012,15,Saturday,Weekend
08/12/2012 15:00,1083,3,NB_OS,1,North,549,16640,08/12/2012,15,Saturday,Weekend
08/12/2012 15:00,1083,4,SB_OS,2,South,590,16814,08/12/2012,15,Saturday,Weekend
08/12/2012 15:00,1083,5,SB_MID,2,South,631,16482,08/12/2012,15,Saturday,Weekend
08/12/2012 15:00,1083,6,SB_NS,2,South,714,15454,08/12/2012,15,Saturday,Weekend
08/12/2012 16:00,1083,1,NB_NS,1,North,579,14002,08/12/2012,16,Saturday,Weekend
08/12/2012 16:00,1083,2,NB_MID,1,North,556,15645,08/12/2012,16,Saturday,Weekend
08/12/2012 16:00,1083,3,NB_OS,1,North,518,16556,08/12/2012,16,Saturday,Weekend
08/12/2012 16:00,1083,4,SB_OS,2,South,537,16441,08/12/2012,16,Saturday,Weekend
08/12/2012 16:00,1083,5,SB_MID,2,South,637,16088,08/12/2012,16,Saturday,Weekend
08/12/2012 16:00,1083,6,SB_NS,2,South,659,15282,08/12/2012,16,Saturday,Weekend
08/12/2012 17:00,1083,1,NB_NS,1,North,483,14687,08/12/2012,17,Saturday,Weekend
08/12/2012 17:00,1083,2,NB_MID,1,North,524,16110,08/12/2012,17,Saturday,Weekend
08/12/2012 17:00,1083,3,NB_OS,1,North,462,16872,08/12/2012,17,Saturday,Weekend
08/12/2012 17:00,1083,4,SB_OS,2,South,450,16784,08/12/2012,17,Saturday,Weekend
08/12/2012 17:00,1083,5,SB_MID,2,South,551,16562,08/12/2012,17,Saturday,Weekend
08/12/2012 17:00,1083,6,SB_NS,2,South,590,16038,08/12/2012,17,Saturday,Weekend
08/12/2012 18:00,1083,1,NB_NS,1,North,422,14951,08/12/2012,18,Saturday,Weekend
08/12/2012 18:00,1083,2,NB_MID,1,North,558,15853,08/12/2012,18,Saturday,Weekend
08/12/2012 18:00,1083,3,NB_OS,1,North,428,17122,08/12/2012,18,Saturday,Weekend
08/12/2012 18:00,1083,4,SB_OS,2,South,445,17307,08/12/2012,18,Saturday,Weekend
08/12/2012 18:00,1083,5,SB_MID,2,South,577,16360,08/12/2012,18,Saturday,Weekend
08/12/2012 18:00,1083,6,SB_NS,2,South,532,15959,08/12/2012,18,Saturday,Weekend
08/12/2012 19:00,1083,1,NB_NS,1,North,392,15600,08/12/2012,19,Saturday,Weekend
08/12/2012 19:00,1083,2,NB_MID,1,North,476,16075,08/12/2012,19,Saturday,Weekend
08/12/2012 19:00,1083,3,NB_OS,1,North,386,17632,08/12/2012,19,Saturday,Weekend
08/12/2012 19:00,1083,4,SB_OS,2,South,325,17402,08/12/2012,19,Saturday,Weekend
08/12/2012 19:00,1083,5,SB_MID,2,South,501,17306,08/12/2012,19,Saturday,Weekend
08/12/2012 19:00,1083,6,SB_NS,2,South,518,16529,08/12/2012,19,Saturday,Weekend
08/12/2012 20:00,1083,1,NB_NS,1,North,230,16238,08/12/2012,20,Saturday,Weekend
08/12/2012 20:00,1083,2,NB_MID,1,North,312,17045,08/12/2012,20,Saturday,Weekend
08/12/2012 20:00,1083,3,NB_OS,1,North,218,18080,08/12/2012,20,Saturday,Weekend
08/12/2012 20:00,1083,4,SB_OS,2,South,214,17757,08/12/2012,20,Saturday,Weekend
08/12/2012 20:00,1083,5,SB_MID,2,South,316,17954,08/12/2012,20,Saturday,Weekend
08/12/2012 20:00,1083,6,SB_NS,2,South,307,16624,08/12/2012,20,Saturday,Weekend
08/12/2012 21:00,1083,1,NB_NS,1,North,194,15886,08/12/2012,21,Saturday,Weekend
08/12/2012 21:00,1083,2,NB_MID,1,North,272,17714,08/12/2012,21,Saturday,Weekend
08/12/2012 21:00,1083,3,NB_OS,1,North,169,17986,08/12/2012,21,Saturday,Weekend
08/12/2012 21:00,1083,4,SB_OS,2,South,154,17666,08/12/2012,21,Saturday,Weekend
08/12/2012 21:00,1083,5,SB_MID,2,South,289,17838,08/12/2012,21,Saturday,Weekend
08/12/2012 21:00,1083,6,SB_NS,2,South,269,17208,08/12/2012,21,Saturday,Weekend
08/12/2012 22:00,1083,1,NB_NS,1,North,155,15405,08/12/2012,22,Saturday,Weekend
08/12/2012 22:00,1083,2,NB_MID,1,North,240,17481,08/12/2012,22,Saturday,Weekend
08/12/2012 22:00,1083,3,NB_OS,1,North,147,18566,08/12/2012,22,Saturday,Weekend
08/12/2012 22:00,1083,4,SB_OS,2,South,158,17338,08/12/2012,22,Saturday,Weekend
08/12/2012 22:00,1083,5,SB_MID,2,South,305,17315,08/12/2012,22,Saturday,Weekend
08/12/2012 22:00,1083,6,SB_NS,2,South,307,16506,08/12/2012,22,Saturday,Weekend
08/12/2012 23:00,1083,1,NB_NS,1,North,148,16385,08/12/2012,23,Saturday,Weekend
08/12/2012 23:00,1083,2,NB_MID,1,North,259,17483,08/12/2012,23,Saturday,Weekend
08/12/2012 23:00,1083,3,NB_OS,1,North,113,18358,08/12/2012,23,Saturday,Weekend
08/12/2012 23:00,1083,4,SB_OS,2,South,127,17749,08/12/2012,23,Saturday,Weekend
08/12/2012 23:00,1083,5,SB_MID,2,South,302,17827,08/12/2012,23,Saturday,Weekend
08/12/2012 23:00,1083,6,SB_NS,2,South,281,16403,08/12/2012,23,Saturday,Weekend
09/12/2012 00:00,1083,1,NB_NS,1,North,130,16605,09/12/2012,0,Sunday,Weekend
09/12/2012 00:00,1083,2,NB_MID,1,North,253,17741,09/12/2012,0,Sunday,Weekend
09/12/2012 00:00,1083,3,NB_OS,1,North,97,18674,09/12/2012,0,Sunday,Weekend
09/12/2012 00:00,1083,4,SB_OS,2,South,97,17635,09/12/2012,0,Sunday,Weekend
09/12/2012 00:00,1083,5,SB_MID,2,South,225,17594,09/12/2012,0,Sunday,Weekend
09/12/2012 00:00,1083,6,SB_NS,2,South,231,16811,09/12/2012,0,Sunday,Weekend
09/12/2012 01:00,1083,1,NB_NS,1,North,118,16697,09/12/2012,1,Sunday,Weekend
09/12/2012 01:00,1083,2,NB_MID,1,North,207,18261,09/12/2012,1,Sunday,Weekend
09/12/2012 01:00,1083,3,NB_OS,1,North,83,18899,09/12/2012,1,Sunday,Weekend
09/12/2012 01:00,1083,4,SB_OS,2,South,66,18363,09/12/2012,1,Sunday,Weekend
09/12/2012 01:00,1083,5,SB_MID,2,South,261,18479,09/12/2012,1,Sunday,Weekend
09/12/2012 01:00,1083,6,SB_NS,2,South,196,17164,09/12/2012,1,Sunday,Weekend
09/12/2012 02:00,1083,1,NB_NS,1,North,80,17222,09/12/2012,2,Sunday,Weekend
09/12/2012 02:00,1083,2,NB_MID,1,North,186,18545,09/12/2012,2,Sunday,Weekend
09/12/2012 02:00,1083,3,NB_OS,1,North,40,19715,09/12/2012,2,Sunday,Weekend
09/12/2012 02:00,1083,4,SB_OS,2,South,48,18964,09/12/2012,2,Sunday,Weekend
09/12/2012 02:00,1083,5,SB_MID,2,South,175,19348,09/12/2012,2,Sunday,Weekend
09/12/2012 02:00,1083,6,SB_NS,2,South,145,17531,09/12/2012,2,Sunday,Weekend
09/12/2012 03:00,1083,1,NB_NS,1,North,66,16822,09/12/2012,3,Sunday,Weekend
09/12/2012 03:00,1083,2,NB_MID,1,North,203,19015,09/12/2012,3,Sunday,Weekend
09/12/2012 03:00,1083,3,NB_OS,1,North,36,19221,09/12/2012,3,Sunday,Weekend
09/12/2012 03:00,1083,4,SB_OS,2,South,36,20826,09/12/2012,3,Sunday,Weekend
09/12/2012 03:00,1083,5,SB_MID,2,South,172,19267,09/12/2012,3,Sunday,Weekend
09/12/2012 03:00,1083,6,SB_NS,2,South,129,18366,09/12/2012,3,Sunday,Weekend
09/12/2012 04:00,1083,1,NB_NS,1,North,46,16830,09/12/2012,4,Sunday,Weekend
09/12/2012 04:00,1083,2,NB_MID,1,North,128,19197,09/12/2012,4,Sunday,Weekend
09/12/2012 04:00,1083,3,NB_OS,1,North,23,19940,09/12/2012,4,Sunday,Weekend
09/12/2012 04:00,1083,4,SB_OS,2,South,17,19608,09/12/2012,4,Sunday,Weekend
09/12/2012 04:00,1083,5,SB_MID,2,South,108,19318,09/12/2012,4,Sunday,Weekend
09/12/2012 04:00,1083,6,SB_NS,2,South,101,18402,09/12/2012,4,Sunday,Weekend
09/12/2012 05:00,1083,1,NB_NS,1,North,61,16598,09/12/2012,5,Sunday,Weekend
09/12/2012 05:00,1083,2,NB_MID,1,North,74,17767,09/12/2012,5,Sunday,Weekend
09/12/2012 05:00,1083,3,NB_OS,1,North,22,19167,09/12/2012,5,Sunday,Weekend
09/12/2012 05:00,1083,4,SB_OS,2,South,28,18492,09/12/2012,5,Sunday,Weekend
09/12/2012 05:00,1083,5,SB_MID,2,South,71,18376,09/12/2012,5,Sunday,Weekend
09/12/2012 05:00,1083,6,SB_NS,2,South,72,18009,09/12/2012,5,Sunday,Weekend
09/12/2012 06:00,1083,1,NB_NS,1,North,92,16754,09/12/2012,6,Sunday,Weekend
09/12/2012 06:00,1083,2,NB_MID,1,North,96,17914,09/12/2012,6,Sunday,Weekend
09/12/2012 06:00,1083,3,NB_OS,1,North,42,18327,09/12/2012,6,Sunday,Weekend
09/12/2012 06:00,1083,4,SB_OS,2,South,36,18434,09/12/2012,6,Sunday,Weekend
09/12/2012 06:00,1083,5,SB_MID,2,South,71,17414,09/12/2012,6,Sunday,Weekend
09/12/2012 06:00,1083,6,SB_NS,2,South,70,17766,09/12/2012,6,Sunday,Weekend
09/12/2012 07:00,1083,1,NB_NS,1,North,89,16439,09/12/2012,7,Sunday,Weekend
09/12/2012 07:00,1083,2,NB_MID,1,North,124,17928,09/12/2012,7,Sunday,Weekend
09/12/2012 07:00,1083,3,NB_OS,1,North,69,18140,09/12/2012,7,Sunday,Weekend
09/12/2012 07:00,1083,4,SB_OS,2,South,61,17687,09/12/2012,7,Sunday,Weekend
09/12/2012 07:00,1083,5,SB_MID,2,South,118,18074,09/12/2012,7,Sunday,Weekend
09/12/2012 07:00,1083,6,SB_NS,2,South,112,17827,09/12/2012,7,Sunday,Weekend
09/12/2012 08:00,1083,1,NB_NS,1,North,99,15870,09/12/2012,8,Sunday,Weekend
09/12/2012 08:00,1083,2,NB_MID,1,North,217,17801,09/12/2012,8,Sunday,Weekend
09/12/2012 08:00,1083,3,NB_OS,1,North,118,18178,09/12/2012,8,Sunday,Weekend
09/12/2012 08:00,1083,4,SB_OS,2,South,85,17820,09/12/2012,8,Sunday,Weekend
09/12/2012 08:00,1083,5,SB_MID,2,South,129,17394,09/12/2012,8,Sunday,Weekend
09/12/2012 08:00,1083,6,SB_NS,2,South,155,17267,09/12/2012,8,Sunday,Weekend
09/12/2012 09:00,1083,1,NB_NS,1,North,213,15597,09/12/2012,9,Sunday,Weekend
09/12/2012 09:00,1083,2,NB_MID,1,North,391,16824,09/12/2012,9,Sunday,Weekend
09/12/2012 09:00,1083,3,NB_OS,1,North,251,17771,09/12/2012,9,Sunday,Weekend
09/12/2012 09:00,1083,4,SB_OS,2,South,159,17806,09/12/2012,9,Sunday,Weekend
09/12/2012 09:00,1083,5,SB_MID,2,South,266,17744,09/12/2012,9,Sunday,Weekend
09/12/2012 09:00,1083,6,SB_NS,2,South,306,16813,09/12/2012,9,Sunday,Weekend
09/12/2012 10:00,1083,1,NB_NS,1,North,376,15010,09/12/2012,10,Sunday,Weekend
09/12/2012 10:00,1083,2,NB_MID,1,North,627,16036,09/12/2012,10,Sunday,Weekend
09/12/2012 10:00,1083,3,NB_OS,1,North,437,17215,09/12/2012,10,Sunday,Weekend
09/12/2012 10:00,1083,4,SB_OS,2,South,315,17264,09/12/2012,10,Sunday,Weekend
09/12/2012 10:00,1083,5,SB_MID,2,South,412,17526,09/12/2012,10,Sunday,Weekend
09/12/2012 10:00,1083,6,SB_NS,2,South,386,16613,09/12/2012,10,Sunday,Weekend
09/12/2012 11:00,1083,1,NB_NS,1,North,487,14802,09/12/2012,11,Sunday,Weekend
09/12/2012 11:00,1083,2,NB_MID,1,North,780,15735,09/12/2012,11,Sunday,Weekend
09/12/2012 11:00,1083,3,NB_OS,1,North,590,16981,09/12/2012,11,Sunday,Weekend
09/12/2012 11:00,1083,4,SB_OS,2,South,422,17590,09/12/2012,11,Sunday,Weekend
09/12/2012 11:00,1083,5,SB_MID,2,South,532,17278,09/12/2012,11,Sunday,Weekend
09/12/2012 11:00,1083,6,SB_NS,2,South,548,16843,09/12/2012,11,Sunday,Weekend
09/12/2012 12:00,1083,1,NB_NS,1,North,587,14063,09/12/2012,12,Sunday,Weekend
09/12/2012 12:00,1083,2,NB_MID,1,North,857,14840,09/12/2012,12,Sunday,Weekend
09/12/2012 12:00,1083,3,NB_OS,1,North,744,16022,09/12/2012,12,Sunday,Weekend
09/12/2012 12:00,1083,4,SB_OS,2,South,555,17419,09/12/2012,12,Sunday,Weekend
09/12/2012 12:00,1083,5,SB_MID,2,South,612,16936,09/12/2012,12,Sunday,Weekend
09/12/2012 12:00,1083,6,SB_NS,2,South,654,16026,09/12/2012,12,Sunday,Weekend
09/12/2012 13:00,1083,1,NB_NS,1,North,533,14601,09/12/2012,13,Sunday,Weekend
09/12/2012 13:00,1083,2,NB_MID,1,North,604,15816,09/12/2012,13,Sunday,Weekend
09/12/2012 13:00,1083,3,NB_OS,1,North,535,16885,09/12/2012,13,Sunday,Weekend
09/12/2012 13:00,1083,4,SB_OS,2,South,498,16953,09/12/2012,13,Sunday,Weekend
09/12/2012 13:00,1083,5,SB_MID,2,South,592,16806,09/12/2012,13,Sunday,Weekend
09/12/2012 13:00,1083,6,SB_NS,2,South,644,15701,09/12/2012,13,Sunday,Weekend
09/12/2012 14:00,1083,1,NB_NS,1,North,398,15118,09/12/2012,14,Sunday,Weekend
09/12/2012 14:00,1083,2,NB_MID,1,North,479,16632,09/12/2012,14,Sunday,Weekend
09/12/2012 14:00,1083,3,NB_OS,1,North,383,17491,09/12/2012,14,Sunday,Weekend
09/12/2012 14:00,1083,4,SB_OS,2,South,399,17596,09/12/2012,14,Sunday,Weekend
09/12/2012 14:00,1083,5,SB_MID,2,South,496,17013,09/12/2012,14,Sunday,Weekend
09/12/2012 14:00,1083,6,SB_NS,2,South,524,16174,09/12/2012,14,Sunday,Weekend
09/12/2012 15:00,1083,1,NB_NS,1,North,418,14821,09/12/2012,15,Sunday,Weekend
09/12/2012 15:00,1083,2,NB_MID,1,North,474,16295,09/12/2012,15,Sunday,Weekend
09/12/2012 15:00,1083,3,NB_OS,1,North,385,17290,09/12/2012,15,Sunday,Weekend
09/12/2012 15:00,1083,4,SB_OS,2,South,560,17156,09/12/2012,15,Sunday,Weekend
09/12/2012 15:00,1083,5,SB_MID,2,South,579,16923,09/12/2012,15,Sunday,Weekend
09/12/2012 15:00,1083,6,SB_NS,2,South,640,15957,09/12/2012,15,Sunday,Weekend
09/12/2012 19:00,1083,1,NB_NS,1,North,260,16027,09/12/2012,19,Sunday,Weekend
09/12/2012 19:00,1083,2,NB_MID,1,North,332,17137,09/12/2012,19,Sunday,Weekend
09/12/2012 19:00,1083,3,NB_OS,1,North,225,18015,09/12/2012,19,Sunday,Weekend
09/12/2012 19:00,1083,4,SB_OS,2,South,226,17582,09/12/2012,19,Sunday,Weekend
09/12/2012 19:00,1083,5,SB_MID,2,South,372,17610,09/12/2012,19,Sunday,Weekend
09/12/2012 19:00,1083,6,SB_NS,2,South,346,16823,09/12/2012,19,Sunday,Weekend
09/12/2012 20:00,1083,1,NB_NS,1,North,201,16226,09/12/2012,20,Sunday,Weekend
09/12/2012 20:00,1083,2,NB_MID,1,North,231,17265,09/12/2012,20,Sunday,Weekend
09/12/2012 20:00,1083,3,NB_OS,1,North,180,18335,09/12/2012,20,Sunday,Weekend
09/12/2012 20:00,1083,4,SB_OS,2,South,166,18479,09/12/2012,20,Sunday,Weekend
09/12/2012 20:00,1083,5,SB_MID,2,South,279,17839,09/12/2012,20,Sunday,Weekend
09/12/2012 20:00,1083,6,SB_NS,2,South,237,17189,09/12/2012,20,Sunday,Weekend
09/12/2012 21:00,1083,1,NB_NS,1,North,162,16291,09/12/2012,21,Sunday,Weekend
