Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[2, 0]	[[532.8199999999999, 661.3463446123955], '6']	1	1.0	1.0	1	263.91238494349335	19081	2246	0.4	263.91238494349335	30	30	2	2	1
[2, 1]	[[1205.18, 1247.834682845868], '2']	1	0.1	1.0	1	102.55212693628164	2246	2246	0.4	102.55212693628164	0	0	0	0	1
[2, 1]	[[617.47, 134.3], '2']	1	0.1	1.0	1	82.14708479999999	2302	2302	0.4	82.14708479999999	0	0	0	0	1
[2]	[[395.795, 874.2049999999999]]	1	0.5208333333333334	0.5208333333333334	1	255.76746224313032	19996	2425	0.2	255.76746224313032	350	672	23	44	1
[2]	[[-124.30000000000001, 330.065]]	0	0.976946498477599	0.976946498477599	1	314.43174152894596	19989	2607	0.2	325.07762017372255	13476	13794	893	914	1
[2]	[[487.28499999999997, 1146.7150000000001]]	1	1.0	1.0	2	237.36202346780033	19970	2690	0.2	474.72404693560065	465	465	31	31	1
[2, 0]	[[532.8199999999999, 134.3], '6']	1	0.1	1.0	1	138.19313939073348	2842	2842	0.4	138.19313939073348	0	0	0	0	1
[2, 3]	[[1014.4449999999999, 1205.18], '22']	1	1.0	1.0	1	204.63017557715514	19865	3055	0.4	204.63017557715514	148	148	10	10	1
[2]	[[617.47, 985.717965749764]]	1	1.0	1.0	5	244.32970395774242	19970	3057	0.2	1221.648519788712	236	236	16	16	1
[2, 3]	[[397.795, 664.345], '23']	1	1.0	1.0	10	277.1013813066816	19996	3081	0.4	2771.013813066816	57	57	4	4	1
[2]	[[663.375, 986.625]]	1	1.0	1.0	1	234.95530460207814	19970	3110	0.2	234.95530460207814	160	160	11	11	1
[2]	[[1014.4449999999999, 1271.065]]	1	1.0	1.0	7	204.63017557715517	19865	3273	0.2	1432.4112290400863	147	147	10	10	1
[2]	[[-80.48499999999999, 294.485]]	0	0.9770074283692961	0.9770074283692961	1	321.31917844284203	19989	3279	0.2	326.37371631694066	11048	11308	762	780	1
[2]	[[568.7950000000001, 1047.205]]	1	1.0	1.0	5	241.6033072842742	19970	3300	0.2	1208.016536421371	377	377	26	26	1
[1, 0]	['2', '5']	0	0.945834083138384	0.945834083138384	1	310.85638391714537	19926	3313	0.4	316.5880998705397	5256	5557	363	384	1
[4, 1]	['0', '2']	0	0.9742580254391278	0.9742580254391278	6	333.8914334203576	19960	3508	0.4	2003.3486005221457	3217	3302	225	231	1
[2, 4, 0]	[[734.47, 134.3], '2', '5']	1	0.1	1.0	1	119.26442752	3512	3512	0.6	119.26442752	0	0	0	0	1
[2]	[[-124.30000000000001, 533.62]]	0	0.9748336889669889	0.9748336889669889	1	310.2243036728219	19989	3565	0.2	316.8599681109803	15533	15934	1089	1117	1
[2]	[[473.375, 796.625]]	1	1.0	1.0	5	255.29912810658638	19933	3577	0.2	1276.495640532932	171	171	12	12	1
[2]	[[6.050000000000011, 239.95]]	0	0.9837111288301629	0.9837111288301629	2	321.9598116089038	19989	3622	0.2	654.7494112778245	8636	8779	607	617	1
[2]	[[-124.30000000000001, 644.76]]	0	0.966330809187058	0.966330809187058	1	310.22429910175407	19989	3665	0.2	316.85995918311335	15441	15979	1089	1127	1
[2, 1]	[[15.515000000000015, 50.561438867316625], '2']	0	1.0	1.0	2	332.74524214405636	19852	3724	0.4	665.4904842881127	309	309	22	22	1
[4]	['3']	0	1.0	1.0	11	312.3818013855603	19976	3740	0.2	3436.1998152411634	3299	3299	234	234	1
[2]	[[589.285, 1248.7150000000001]]	1	1.0	1.0	6	231.61703325100578	19970	3787	0.2	1389.7021995060347	436	436	31	31	1
[2, 1]	[[764.5162923604619, 1205.18], '2']	1	1.0	1.0	1	218.77038422244772	19970	3919	0.4	218.77038422244772	307	307	22	22	1
[2, 4, 1]	[[532.8199999999999, 931.5286407206817], '1', '2']	1	1.0	1.0	1	247.91294974602823	19933	3919	0.6	247.91294974602823	180	180	13	13	1
[2]	[[-71.13500000000002, 433.135]]	0	0.9775033938845433	0.9775033938845433	1	310.22430367282334	19989	3944	0.2	316.859968110983	15121	15469	1085	1110	1
[2, 3]	[[447.72499999999997, 664.345], '23']	1	1.0	1.0	1	268.45497598535934	19081	4105	0.4	268.45497598535934	26	26	2	2	1
[2, 1]	[[484.83731333598905, 796.625], '2']	1	1.0	1.0	1	255.29912810658638	19933	4136	0.4	255.29912810658638	164	164	12	12	1
[2, 4]	[[15.515000000000015, 50.561438867316625], '1']	0	1.0	1.0	2	333.7072503874556	19660	4181	0.4	667.4145007749112	122	122	9	9	1
[2]	[[356.985, 1275.0149999999999]]	1	0.2725072604065828	0.2725072604065828	1	271.35476792686984	19996	4209	0.2	271.35476792686984	563	2066	41	150	1
[2, 1]	[[397.795, 664.345], '2']	1	0.4244306418219462	0.4244306418219462	1	258.2502716230666	19996	4233	0.4	258.2502716230666	205	483	15	35	1
[2]	[[-124.30000000000001, 443.32]]	0	0.9768900627269727	0.9768900627269727	3	310.22430367282334	19989	4320	0.2	950.579904332949	14795	15145	1087	1113	1
[2]	[[-124.30000000000001, 432.50500000000005]]	0	0.9776332382026947	0.9776332382026947	1	310.22430367282334	19989	4344	0.2	316.859968110983	14730	15067	1084	1109	1
[0, 1]	['6', '2']	0	0.945308002302821	0.945308002302821	1	312.03979810817157	19976	4344	0.4	312.03979810817157	4926	5211	363	384	1
[2]	[[143.26000000000002, 608.74]]	0	0.9682740048809223	0.9682740048809223	1	308.99891378364623	19976	4363	0.2	313.68580278694725	11506	11883	848	876	1
[2]	[[933.98, 1248.7150000000001]]	1	1.0	1.0	1	206.37068046480312	19865	4425	0.2	206.37068046480312	164	164	12	12	1
[2]	[[764.5162923604619, 1363.555]]	1	1.0	1.0	4	204.13494136313443	19970	4443	0.2	816.5397654525377	312	312	23	23	1
[1, 0, 3]	['2', '6', '23']	0	0.9452214452214452	0.9452214452214452	1	323.1680980295071	19769	4510	0.6	323.1680980295071	1622	1716	121	128	1
[2]	[[15.515000000000015, 239.95]]	0	0.9834590124057407	0.9834590124057407	4	321.9598116089052	19989	4510	0.2	1309.4988225556576	8086	8222	602	612	1
[2, 3]	[[589.285, 913.8171719502992], '22']	1	1.0	1.0	1	242.0346818859734	19621	4566	0.4	242.0346818859734	53	53	4	4	1
[2, 4]	[[1014.4449999999999, 1160.53], '2']	1	1.0	1.0	2	212.0418402863646	19865	4606	0.4	424.0836805727292	67	67	5	5	1
[2]	[[707.98, 1070.02]]	1	1.0	1.0	2	229.370022655426	19970	4645	0.2	458.740045310852	226	226	17	17	1
[2]	[[112.19, 551.81]]	0	0.9718243719182906	0.9718243719182906	1	311.0629640964209	19976	4663	0.2	316.9108814006577	12417	12777	933	960	1
[2]	[[-96.625, 226.625]]	0	0.9823851774530271	0.9823851774530271	1	323.3042283204869	19989	4677	0.2	327.3802854006086	7529	7664	566	576	1
[3, 4, 2]	['23', '2', [-124.30000000000001, 579.225]]	1	0.1592741935483871	0.1592741935483871	1	326.5944104276812	19996	4766	0.6	326.5944104276812	158	992	12	75	1
[4]	['4']	0	1.0	1.0	12	301.23539488114517	19939	4867	0.2	37944.62847745052	3035	3035	231	231	1
[2]	[[707.215, 1340.7849999999999]]	1	1.0	1.0	2	204.13494136313443	19970	4889	0.2	408.26988272626886	302	302	23	23	1
[2]	[[-124.30000000000001, 488.18]]	0	0.9747870294036823	0.9747870294036823	1	310.2243036728219	19989	4987	0.2	316.8599681109803	14189	14556	1089	1117	1
[2]	[[531.4949999999999, 1268.505]]	1	1.0	1.0	4	231.6417956039069	19970	5071	0.2	926.5671824156276	440	440	34	34	1
[2]	[[-124.30000000000001, 60.06703358310736]]	0	1.0	1.0	8	341.2229226733612	19908	5148	0.2	2729.7833813868897	556	556	43	43	1
[2, 4]	[[447.72499999999997, 664.345], '1']	1	0.8555555555555555	0.8555555555555555	2	252.45461698698526	19933	5180	0.4	504.9092339739705	77	90	6	7	1
[2]	[[933.98, 1268.505]]	1	1.0	1.0	2	206.37068046480312	19865	5315	0.2	412.74136092960623	155	155	12	12	1
[4, 3]	['1', '23']	0	0.884928716904277	0.884928716904277	1	319.02123134172945	19989	5401	0.4	322.0265391771618	869	982	69	78	1
[2, 1]	[[347.4772369305405, 410.67], '2']	0	0.9764414135151891	0.9764414135151891	2	279.1698095130529	19976	5419	0.4	558.3396190261058	1575	1613	124	127	1
[2]	[[863.285, 134.3]]	1	0.1	1.0	1	177.33809476615752	5577	5577	0.2	177.33809476615752	0	0	0	0	1
[2]	[[-0.15500000000002956, 866.155]]	0	0.9596066779852858	0.9596066779852858	1	310.20589049969624	19989	5649	0.2	316.8240048822192	13565	14136	1089	1135	1
[2, 0]	[[764.5162923604619, 1146.7150000000001], '5']	1	1.0	1.0	1	233.7160976752687	19915	5718	0.4	233.7160976752687	74	74	6	6	1
[2, 1]	[[734.47, 1160.53], '2']	1	1.0	1.0	1	224.59892256879854	19970	5758	0.4	224.59892256879854	247	247	20	20	1
[2]	[[-51.02000000000001, 311.02]]	0	0.9786070137735665	0.9786070137735665	3	320.54029592780233	19989	5940	0.2	975.4701371615733	10018	10237	821	839	1
[2]	[[833.7249999999999, 1286.275]]	1	1.0	1.0	1	213.0084190077339	19915	5986	0.2	213.0084190077339	194	194	16	16	1
[2]	[[734.47, 1160.53]]	1	1.0	1.0	2	224.59892256879854	19970	6041	0.2	449.1978451375971	242	242	20	20	1
[2]	[[531.4949999999999, 1319.6838276481042]]	1	1.0	1.0	1	218.9384646806574	19970	6298	0.2	218.9384646806574	416	416	35	35	1
[2]	[[670.1, 134.3]]	1	0.1	1.0	1	177.61076060160002	6467	6467	0.2	177.61076060160002	0	0	0	0	1
[2]	[[774.4, 1291.6]]	1	1.0	1.0	2	218.77038422244772	19970	6511	0.2	437.54076844489543	260	260	22	22	1
[2, 3]	[[607.585, 134.3], '21']	1	0.1	1.0	1	208.79710492178341	6513	6513	0.4	208.79710492178341	0	0	0	0	1
[2]	[[550.935, 1081.065]]	1	1.0	1.0	4	239.22827772020977	19970	6513	0.2	956.9131108808391	339	339	29	29	1
[2]	[[-57.15500000000003, 809.155]]	0	0.963826858366473	0.963826858366473	1	310.22429910175407	19989	6667	0.2	316.85995918311335	12603	13076	1089	1130	1
[2]	[[583.9908512063646, 1296.02]]	1	1.0	1.0	2	231.6253572730481	19970	6729	0.2	463.2507145460962	371	371	32	32	1
[2]	[[-124.30000000000001, 392.435]]	0	0.9780307889672867	0.9780307889672867	1	313.67639916961105	19989	6775	0.2	323.6023421281466	12198	12472	1063	1087	1
[2]	[[858.375, 1181.625]]	1	1.0	1.0	2	220.67922580193	19915	6870	0.2	441.35845160386	161	161	14	14	1
[2]	[[764.5162923604619, 1233.415]]	1	1.0	1.0	2	218.77038422244772	19970	6870	0.2	437.54076844489543	251	251	22	22	1
[2]	[[475.24, 1302.76]]	1	1.0	1.0	3	218.9384646806574	19970	6949	0.2	656.8153940419722	397	397	35	35	1
[2]	[[648.425, 1359.575]]	1	1.0	1.0	1	205.89219566919104	19970	6968	0.2	205.89219566919104	283	283	25	25	1
[3, 4]	['21', '2']	0	0.8793911007025761	0.8793911007025761	1	276.9048838319813	19751	6993	0.4	276.9048838319813	751	854	66	75	1
[2]	[[550.935, 985.717965749764]]	1	1.0	1.0	7	245.16775348374804	19970	7033	0.2	1716.1742743862362	247	247	22	22	1
[2]	[[168.445, 517.5550000000001]]	0	0.9713386927647676	0.9713386927647676	1	308.89220268619187	19976	7102	0.2	313.5190666971748	8337	8583	745	767	1
[2]	[[995.05, 1382.95]]	1	1.0	1.0	1	183.39307835097011	19903	7114	0.2	183.39307835097011	146	146	13	13	1
[2]	[[730.285, 1389.7150000000001]]	1	1.0	1.0	1	204.13494136313443	19970	7138	0.2	204.13494136313443	257	257	23	23	1
[2, 0]	[[1273.637515755533, 1302.76], '4']	1	1.0	1.0	1	90.953856	19903	7231	0.4	90.953856	11	11	1	1	1
[2, 3]	[[475.24, 787.1793018867443], '21']	1	1.0	1.0	1	254.26776352803859	19933	7261	0.4	254.26776352803859	121	121	11	11	1
[2]	[[551.935, 1082.065]]	1	1.0	1.0	2	239.22827772020977	19970	7298	0.2	478.45655544041955	319	319	29	29	1
[3, 0, 4]	['23', '6', '2']	1	0.16	0.16	1	330.38054644261365	19996	7324	0.6	330.38054644261365	44	275	4	25	1
[2]	[[731.91, 1068.09]]	1	1.0	1.0	4	229.370022655426	19970	7375	0.2	917.480090621704	186	186	17	17	1
[2]	[[574.7950000000001, 1053.205]]	1	1.0	1.0	3	241.53847757493352	19970	7431	0.2	724.6154327248006	272	272	25	25	1
[2]	[[-124.30000000000001, 686.48]]	0	0.9646790113386083	0.9646790113386083	1	310.22429910175407	19989	7489	0.2	316.85995918311335	11826	12259	1089	1129	1
[2]	[[550.935, 1233.415]]	1	1.0	1.0	2	231.6417956039069	19970	7619	0.2	463.2835912078138	367	367	34	34	1
[2]	[[-78.27500000000003, 50.561438867316625]]	0	1.0	1.0	9	322.466885771354	19852	7705	0.2	2902.201971942186	296	296	28	28	1
[2, 4]	[[764.5162923604619, 985.717965749764], '1']	1	1.0	1.0	1	238.29107614066396	19621	7718	0.4	238.29107614066396	73	73	7	7	1
[2]	[[-124.30000000000001, 285.065]]	0	0.9775977724338691	0.9775977724338691	1	321.36052926472246	19989	7774	0.2	326.4383269761288	7724	7901	728	745	1
[2, 1, 4]	[[-124.30000000000001, -64.78990952925014], '2', '2']	0	0.1	1.0	1	334.62648035207263	7774	7774	0.6	334.62648035207263	0	0	0	0	1
[2]	[[384.865, 889.135]]	1	0.3781763826606876	0.3781763826606876	1	260.1576808085511	19996	7871	0.2	260.1576808085511	253	669	24	63	1
[2]	[[921.05, 1308.95]]	1	1.0	1.0	1	183.39307835097	19903	8062	0.2	183.39307835097	136	136	13	13	1
[2]	[[-91.40999999999997, 865.41]]	0	0.9596389645776566	0.9596389645776566	2	310.20589049969624	19989	8077	0.2	633.6480097644384	11270	11744	1089	1135	1
[2]	[[167.19, 606.81]]	0	0.9667208807706743	0.9667208807706743	1	308.89221513703217	19976	8077	0.2	313.5190861516128	7727	7993	747	773	1
[4, 3]	['0', '23']	0	1.0	1.0	7	333.9614080524208	19926	8097	0.4	2337.7298563669456	772	772	75	75	1
[2]	[[15.515000000000015, 60.06703358310736]]	0	1.0	1.0	8	344.7905036017636	19908	8140	0.2	2758.3240288141087	379	379	37	37	1
[2]	[[226.05, 285.065]]	0	0.9595375722543352	0.9595375722543352	2	316.0453152177594	19939	8197	0.2	630.6132880443986	1660	1730	162	169	1
[2]	[[885.4449999999999, 1234.555]]	1	1.0	1.0	1	212.66268380220632	19915	8290	0.2	212.66268380220632	152	152	15	15	1
[0, 4]	['4', '0']	0	0.9731800766283525	0.9731800766283525	1	334.2125777315682	19960	8332	0.4	334.2125777315682	762	783	75	77	1
[2]	[[995.05, 1302.76]]	1	1.0	1.0	1	183.39307835097893	19903	8383	0.2	183.39307835097893	130	130	13	13	1
[2]	[[21.189999999999998, 460.81]]	0	0.9747122269554972	0.9747122269554972	1	310.22430367282334	19989	8528	0.2	316.859968110983	10754	11033	1080	1108	1
[2]	[[-9.625, 313.625]]	0	0.9789059706828745	0.9789059706828745	1	320.5402959278022	19989	8614	0.2	325.15671238719096	8214	8391	832	850	1
[2, 3, 1]	[[447.72499999999997, 664.345], '23', '2']	1	1.0	1.0	1	268.4634674098667	19081	8636	0.6	268.4634674098667	19	19	2	2	1
[1, 3]	['2', '23']	0	0.9453083109919571	0.9453083109919571	2	317.2878283672645	19989	8789	0.4	639.7195709181613	3526	3730	363	384	1
[4, 0]	['1', '6']	1	0.11820652173913043	0.11820652173913043	1	296.53527794164495	19977	8817	0.4	296.53527794164495	87	736	9	76	1
[2]	[[644.5203527829357, 1256.135]]	1	1.0	1.0	2	220.92911939785216	19970	8870	0.2	441.8582387957043	233	233	24	24	1
[2]	[[831.4449999999999, 1180.555]]	1	1.0	1.0	4	220.6792258019293	19915	8962	0.2	882.7169032077172	135	135	14	14	1
[2]	[[-124.30000000000001, 750.62]]	0	0.9647507440476191	0.9647507440476191	1	310.22429910175407	19989	9025	0.2	316.85995918311335	10373	10752	1089	1129	1
[2]	[[108.39999999999998, 625.6]]	0	0.9646122405076907	0.9646122405076907	1	311.06291736301887	19976	9102	0.2	316.91080837971697	8968	9297	948	983	1
[4, 0]	['0', '6']	0	0.9747899159663865	0.9747899159663865	1	322.8291205167119	19545	9155	0.4	322.8291205167119	696	714	75	77	1
[2]	[[456.96, 1181.04]]	1	0.9678456591639871	0.9678456591639871	1	236.49798861634014	19970	9158	0.2	236.49798861634014	301	311	32	33	1
[2]	[[535.125, 134.3]]	1	0.1	1.0	1	222.33969749735928	9174	9174	0.2	222.33969749735928	0	0	0	0	1
[2, 1]	[[447.72499999999997, 900.2750000000001], '2']	1	0.9141630901287554	0.9141630901287554	2	244.7873470117745	19970	9206	0.4	489.574694023549	213	233	23	25	1
[2]	[[-45.484999999999985, 329.485]]	0	0.9771234162365087	0.9771234162365087	1	314.43174152898763	19989	9222	0.2	325.07762017380395	8329	8524	891	912	1
[2]	[[-124.30000000000001, 457.96999999999997]]	0	0.9749327698809066	0.9749327698809066	1	310.22430367282334	19989	9249	0.2	316.859968110983	10151	10412	1088	1116	1
[2]	[[700.145, 1307.855]]	1	1.0	1.0	4	204.13494136313443	19970	9272	0.2	816.5397654525377	214	214	23	23	1
[2]	[[-124.30000000000001, 229.415]]	0	0.9824106646917238	0.9824106646917238	2	323.3042283204879	19989	9292	0.2	654.7605708012197	5306	5401	571	581	1
[4, 3]	['1', '23']	1	0.11586206896551725	0.11586206896551725	1	319.02123134172945	19977	9326	0.4	322.0265391771618	84	725	9	78	1
[2, 1]	[[475.24, 787.1793018867443], '2']	1	1.0	1.0	2	255.29912810684758	19933	9337	0.4	510.59825621369515	111	111	12	12	1
[2, 4]	[[-124.30000000000001, -45.484999999999985], '0']	0	0.09900990099009901	0.9900990099009901	1	316.44868232469446	9357	9357	0.4	316.44868232469446	0	0	0	0	1
[2]	[[-27.92500000000001, 410.67]]	0	0.9782801856056866	0.9782801856056866	1	313.662379594822	19989	9400	0.2	323.5749601461368	9909	10129	1077	1101	1
[2]	[[468.90507065036684, 1275.0149999999999]]	1	0.96875	0.96875	1	232.13269576179437	19970	9477	0.2	232.13269576179437	310	320	34	35	1
[2, 3]	[[-55.67459992585947, -27.92500000000001], '22']	0	0.09876543209876543	0.9876543209876543	1	316.0126434005198	9483	9483	0.4	316.0126434005198	0	0	0	0	1
[3, 0]	['23', '4']	0	0.9450643776824035	0.9450643776824035	2	319.52271599631393	19989	9508	0.4	645.3067899907849	1101	1165	121	128	1
[2]	[[647.47, 1190.53]]	1	1.0	1.0	1	221.55912514082348	19970	9547	0.2	221.55912514082348	208	208	23	23	1
[2]	[[330.32, 410.67]]	0	0.9839667458432304	0.9839667458432304	3	279.8421861688684	19976	9614	0.2	839.5265585066052	1657	1684	184	187	1
[2, 1]	[[617.47, 959.9801526001356], '2']	1	1.0	1.0	1	244.3297039577423	19970	9679	0.4	244.3297039577423	142	142	16	16	1
[2]	[[-124.30000000000001, 360.32]]	0	0.9793893971123112	0.9793893971123112	2	314.07782935708735	19989	9701	0.2	648.7727709261227	8886	9073	994	1015	1
[2]	[[30.07499999999999, 611.925]]	0	0.9712149149764393	0.9712149149764393	1	310.2243036728219	19989	9857	0.2	316.8599681109803	9481	9762	1077	1109	1
[2]	[[475.24, 685.5622895171093]]	1	1.0	1.0	1	255.29912810579592	19933	9865	0.2	255.29912810579592	105	105	12	12	1
[2, 1]	[[451.96, 134.3], '2']	1	0.1	1.0	1	260.0	9896	9896	0.4	260.0	0	0	0	0	1
[2]	[[650.7049999999999, 134.3]]	1	0.1	1.0	1	217.53433119928874	9923	9923	0.2	217.53433119928874	0	0	0	0	1
[2]	[[-124.30000000000001, 246.345]]	0	0.9844058074923822	0.9844058074923822	3	321.95980941351365	19989	10009	0.2	982.1241066258452	5492	5579	634	644	1
[2]	[[-13.13500000000002, 491.135]]	0	0.9752920500361832	0.9752920500361832	1	310.2243036728219	19989	10020	0.2	316.8599681109803	9434	9673	1089	1117	1
[2]	[[-105.73999999999998, 359.74]]	0	0.979537877917002	0.979537877917002	1	314.07782936797355	19989	10051	0.2	324.3863854843234	8521	8699	987	1008	1
[2]	[[-78.27500000000003, 60.06703358310736]]	0	1.0	1.0	8	341.2229226733612	19908	10078	0.2	2729.7833813868897	372	372	43	43	1
[2]	[[689.215, 1322.7849999999999]]	1	1.0	1.0	2	204.13494136313443	19970	10114	0.2	408.26988272626886	199	199	23	23	1
[2]	[[23.97999999999999, 386.02]]	0	0.9776923076923076	0.9776923076923076	2	313.67666415594186	19989	10173	0.2	647.2057193591479	8897	9100	1044	1068	1
[2, 3]	[[1210.6821477262247, 1319.6838276481042], '22']	1	1.0	1.0	1	91.46176	19903	10185	0.4	91.46176	9	9	1	1	1
[2]	[[-51.92500000000001, 529.925]]	0	0.9750844594594594	0.9750844594594594	1	310.2243036728219	19989	10229	0.2	316.8599681109803	9236	9472	1089	1117	1
[2]	[[105.72499999999997, 558.2750000000001]]	0	0.9715696903987472	0.9715696903987472	1	311.0629343210299	19976	10249	0.2	316.9108348766092	8065	8301	953	981	1
[2, 4]	[[359.74, 470.71987860987394], '2']	0	0.7375	0.7375	1	274.8323041538473	19483	10397	0.4	274.8323041538473	118	160	14	19	1
[2, 3]	[[308.31804849419615, 686.5500000000001], '23']	0	0.5822784810126582	0.5822784810126582	1	295.80520622320347	19769	10434	0.4	295.80520622320347	92	158	11	19	1
