Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[2, 0]	[[15.515000000000015, 50.561438867316625], '6']	0	1.0	1.0	1	338.64527887155066	9841	5124	0.4	338.64527887155066	21	21	5	5	1
[2]	[[-124.30000000000001, 60.06703358310736]]	0	1.0	1.0	11	335.1613764049712	9983	5148	0.2	3686.775140454683	181	181	43	43	1
[2, 4]	[[447.72499999999997, 664.345], '1']	1	0.8620689655172413	0.8620689655172413	2	261.6041844966113	9896	5180	0.4	523.2083689932226	25	29	6	7	1
[2, 3]	[[-124.30000000000001, 6.050000000000011], '23']	0	0.09852272727272728	0.9852272727272727	1	449.572618722132	5231	5231	0.4	449.572618722132	0	0	0	0	1
[2]	[[42.004999999999995, 597.995]]	0	0.9706531332744925	0.9706531332744925	1	317.116169183446	9994	5251	0.2	312.47756708815314	4399	4532	1068	1099	1
[3, 0, 4]	['21', '4', '1']	1	0.1188118811881188	0.1188118811881188	1	321.28663892254906	9896	5288	0.6	316.1082986531863	12	101	3	25	1
[2]	[[933.98, 1268.505]]	1	1.0	1.0	2	188.36828104896375	9967	5315	0.2	376.7365620979275	49	49	12	12	1
[2]	[[-124.30000000000001, 650.41]]	0	0.9656463334067386	0.9656463334067386	1	317.2724788387927	9994	5356	0.2	312.95458630002656	4385	4541	1089	1127	1
[2]	[[832.585, 1233.415]]	1	1.0	1.0	2	199.70631156279046	9967	5359	0.2	399.4126231255809	64	64	16	16	1
[2]	[[-112.875, 856.875]]	0	0.9594266813671445	0.9594266813671445	1	317.25447168375314	9994	5396	0.2	312.89963282395377	4351	4535	1089	1135	1
[4, 3]	['1', '23']	0	0.8842443729903537	0.8842443729903537	1	318.03154568578225	9771	5401	0.4	318.03154568578225	275	311	69	78	1
[2, 1]	[[347.4772369305405, 410.67], '2']	0	0.9760956175298805	0.9760956175298805	4	326.1502642046448	9945	5419	0.4	1304.6010568185793	490	502	124	127	1
[3, 4]	['22', '2']	0	0.8819672131147541	0.8819672131147541	1	307.14457668413206	9629	5484	0.4	307.14457668413206	269	305	69	78	1
[2]	[[-124.30000000000001, -124.30000000000001]]	0	0.1	1.0	1	413.85670166527996	5505	5505	0.2	413.85670166527996	0	0	0	0	1
[2, 4]	[[707.98, 1002.2218572827203], '1']	1	1.0	1.0	1	234.73480308356488	9969	5506	0.4	234.73480308356488	26	26	7	7	1
[2]	[[863.285, 134.3]]	1	0.1	1.0	1	177.33809476615752	5577	5577	0.2	177.33809476615752	0	0	0	0	1
[2, 1]	[[380.70591510108704, 419.995], '2']	0	0.9172413793103448	0.9172413793103448	1	295.3692497471082	9871	5585	0.4	308.96156218388523	133	145	35	38	1
[2]	[[-0.15500000000002956, 866.155]]	0	0.9589360709286048	0.9589360709286048	1	317.25447168375314	9994	5649	0.2	312.89963282395377	4110	4286	1089	1135	1
[2, 1, 4]	[[617.47, 788.3443692097181], '2', '2']	1	1.0	1.0	1	281.0077824	9370	5702	0.6	281.0077824	11	11	3	3	1
[2, 0]	[[764.5162923604619, 1146.7150000000001], '5']	1	1.0	1.0	1	211.52553201557544	9735	5718	0.4	211.52553201557544	22	22	6	6	1
[2, 4]	[[15.515000000000015, 239.95], '0']	0	0.9794871794871794	0.9794871794871794	2	334.0762449506536	9930	5730	0.4	674.1132654707924	573	585	155	158	1
[2]	[[116.12, 529.88]]	0	0.9703872437357631	0.9703872437357631	1	317.70412069979363	9994	5745	0.2	312.62138842723067	3408	3512	924	951	1
[2, 1]	[[734.47, 1160.53], '2']	1	1.0	1.0	1	219.24388014464176	9969	5758	0.4	219.24388014464176	72	72	20	20	1
[2]	[[417.055, 1360.945]]	1	0.8303030303030303	0.8303030303030303	1	238.96507617717117	9993	5797	0.2	238.96507617717117	137	165	38	46	1
[2, 1, 3]	[[764.5162923604619, 134.3], '2', '22']	1	0.1	1.0	1	232.4570769571125	5797	5797	0.6	232.4570769571125	0	0	0	0	1
[2]	[[-124.30000000000001, 496.015]]	0	0.9739813451153657	0.9739813451153657	1	317.2724788414843	9994	5799	0.2	312.9545863082408	3968	4074	1089	1117	1
[2]	[[-76.55000000000007, 828.5500000000001]]	0	0.9585454545454546	0.9585454545454546	4	317.25447168375314	9994	5813	0.2	1251.598531295815	3954	4125	1089	1135	1
[2]	[[39.81999999999999, 712.1800000000001]]	0	0.9627976190476191	0.9627976190476191	1	317.116169183446	9994	5813	0.2	312.47756708815314	3882	4032	1069	1109	1
[2, 0, 4]	[[764.5162923604619, 1205.18], '5', '2']	1	1.0	1.0	1	190.854208	9547	5816	0.6	190.854208	10	10	3	3	1
[2]	[[719.54, 1288.46]]	1	1.0	1.0	1	217.60075449690697	9969	5816	0.2	217.60075449690697	77	77	22	22	1
[4, 3, 0]	['1', '23', '5']	1	0.11458333333333333	0.11458333333333333	1	315.5921969294486	9971	5870	0.6	315.5921969294486	11	96	3	26	1
[2]	[[87.79500000000002, 566.2049999999999]]	0	0.9701859956236324	0.9701859956236324	1	317.11612560130027	9994	5876	0.2	312.47743408599916	3547	3656	991	1020	1
[2, 1, 4, 0]	[[805.1188466655724, 1073.5627045616036], '2', '1', '4']	1	1.0	1.0	1	203.12	9923	5890	0.8	203.12	7	7	2	2	1
[4, 3, 2]	['2', '23', [-124.30000000000001, 508.11]]	1	0.15151515151515152	0.15151515151515152	1	314.41291559639365	9993	5918	0.6	314.41291559639365	40	264	11	74	1
[2]	[[-51.02000000000001, 311.02]]	0	0.97809234917425	0.97809234917425	10	327.8174045979748	9983	5940	0.2	3243.081166942744	2902	2967	821	839	1
[2]	[[801.1, 134.3]]	1	0.1	1.0	1	224.77418544064827	5962	5962	0.2	224.77418544064827	0	0	0	0	1
[2]	[[91.68, 712.3199999999999]]	0	0.9601115760111576	0.9601115760111576	1	317.15185011031974	9994	5978	0.2	312.58645663549737	3442	3585	985	1025	1
[2]	[[833.7249999999999, 1286.275]]	1	1.0	1.0	2	199.70642214777658	9967	5986	0.2	399.41284429555316	53	53	16	16	1
[2]	[[104.49499999999995, 841.5050000000001]]	0	0.9529037850332274	0.9529037850332274	3	317.12373254716846	9994	6035	0.2	937.5019459274456	3298	3461	958	1004	1
[2]	[[734.47, 1160.53]]	1	1.0	1.0	5	219.24388631974057	9969	6041	0.2	1096.2194315987028	67	67	20	20	1
[2, 1]	[[729.0083746677624, 1091.995], '2']	1	1.0	1.0	1	220.94934862825147	9969	6109	0.4	220.94934862825147	57	57	17	17	1
[2, 4, 3, 1]	[[-38.90412090302664, 407.41499999999996], '2', '23', '2']	1	0.12863070539419086	0.12863070539419086	1	327.5636557356193	9943	6151	0.8	327.5636557356193	31	241	9	72	1
[2]	[[-85.89999999999998, 689.9]]	0	0.9633493846976993	0.9633493846976993	1	317.2724788387927	9994	6187	0.2	312.95458630002656	3601	3738	1089	1129	1
[2, 4, 1]	[[237.655, 664.345], '2', '2']	1	0.15789473684210525	0.15789473684210525	1	306.85660320104535	9993	6194	0.6	306.85660320104535	54	342	16	104	1
[2, 4]	[[796.6012053331742, 1248.7150000000001], '1']	1	1.0	1.0	1	219.20877284075536	9969	6223	0.4	219.20877284075536	40	40	12	12	1
[2]	[[531.4949999999999, 1319.6838276481042]]	1	1.0	1.0	1	232.45342355521456	9969	6298	0.2	232.45342355521456	110	110	35	35	1
[2]	[[-124.30000000000001, 653.155]]	0	0.965345162184641	0.965345162184641	1	317.2724788387927	9994	6314	0.2	312.95458630002656	3482	3607	1089	1127	1
[2, 4]	[[15.515000000000015, 239.95], '2']	0	0.975	0.975	1	325.18408447839266	9983	6375	0.4	325.18408447839266	351	360	111	114	1
[2]	[[-124.30000000000001, 260.95]]	0	0.9812680115273775	0.9812680115273775	1	328.72917446167554	9983	6428	0.2	326.5341173380751	2043	2082	661	673	1
[2]	[[364.19, 803.81]]	1	0.2041522491349481	0.2041522491349481	1	284.5012526864683	9993	6440	0.2	295.37656585808537	59	289	19	94	1
[2]	[[670.1, 134.3]]	1	0.1	1.0	1	177.61076060160002	6467	6467	0.2	177.61076060160002	0	0	0	0	1
[2]	[[-124.30000000000001, 440.64500000000004]]	0	0.9752795762213067	0.9752795762213067	1	317.2724788414843	9994	6482	0.2	312.9545863082408	3314	3398	1087	1113	1
[2]	[[-124.30000000000001, 721.015]]	0	0.9638273045507585	0.9638273045507585	1	317.2724788387927	9994	6500	0.2	312.95458630002656	3304	3428	1089	1129	1
[2]	[[774.4, 1291.6]]	1	1.0	1.0	5	217.6007616241213	9969	6511	0.2	1088.0038081206064	67	67	22	22	1
[2, 3]	[[607.585, 134.3], '21']	1	0.1	1.0	1	208.79710492178341	6513	6513	0.4	208.79710492178341	0	0	0	0	1
[2]	[[550.935, 1081.065]]	1	1.0	1.0	3	235.59765558035693	9969	6513	0.2	706.7929667410708	87	87	29	29	1
[2]	[[-124.30000000000001, 445.225]]	0	0.9761549925484352	0.9761549925484352	1	317.2724788414843	9994	6527	0.2	312.9545863082408	3275	3355	1087	1113	1
[2]	[[34.565, 797.435]]	0	0.9637398861252622	0.9637398861252622	1	317.116169183446	9994	6539	0.2	312.47756708815314	3216	3337	1071	1111	1
[2, 1]	[[256.3678467875878, 351.41499999999996], '2']	0	0.9719334719334719	0.9719334719334719	1	304.8978284049738	9994	6568	0.4	304.8978284049738	935	962	313	322	1
[2, 4, 3, 0]	[[-38.90412090302664, 745.04], '2', '23', '4']	1	0.1506849315068493	0.1506849315068493	1	310.0345665505648	9607	6602	0.8	310.0345665505648	11	73	4	25	1
[2]	[[-57.15500000000003, 809.155]]	0	0.9629856225145305	0.9629856225145305	2	317.2724788387927	9994	6667	0.2	625.9091726000531	3148	3269	1089	1130	1
[2]	[[-124.30000000000001, 612.085]]	0	0.9708978328173374	0.9708978328173374	1	317.2724788387927	9994	6679	0.2	312.95458630002656	3136	3230	1089	1121	1
[2, 1, 3]	[[617.47, 787.1793018867443], '2', '21']	1	1.0	1.0	1	272.9639365074944	9668	6719	0.6	272.9639365074944	17	17	6	6	1
[2]	[[583.9908512063646, 1296.02]]	1	1.0	1.0	2	229.70338708224992	9969	6729	0.2	459.40677416449984	90	90	32	32	1
[2]	[[-124.30000000000001, 392.435]]	0	0.9773250082155768	0.9773250082155768	7	326.9921082223751	9994	6775	0.2	2256.0526307534806	2974	3043	1063	1087	1
[2]	[[266.4070207466367, 392.435]]	0	0.968065693430657	0.968065693430657	10	308.7777490184818	9994	6838	0.2	3087.777490184818	1061	1096	389	401	1
[2]	[[858.375, 1181.625]]	1	1.0	1.0	1	202.5180241112863	9967	6870	0.2	202.5180241112863	38	38	14	14	1
[2]	[[764.5162923604619, 1233.415]]	1	1.0	1.0	1	217.60072159289837	9969	6870	0.2	217.60072159289837	58	58	22	22	1
[2, 4, 0]	[[237.655, 664.345], '2', '4']	1	0.4583333333333333	0.4583333333333333	1	322.6388469840066	9477	6906	0.6	322.6388469840066	11	24	4	9	1
[2]	[[-124.30000000000001, 464.435]]	0	0.9736397431564717	0.9736397431564717	1	317.2724788414843	9994	6945	0.2	312.9545863082408	2881	2959	1088	1116	1
[2]	[[475.24, 1302.76]]	1	1.0	1.0	2	232.4534235536757	9969	6949	0.2	464.9068471073514	91	91	35	35	1
[2]	[[648.425, 1359.575]]	1	1.0	1.0	2	218.07444653582436	9969	6968	0.2	436.14889307164873	64	64	25	25	1
[2, 0]	[[933.98, 134.3], '5']	1	0.1	1.0	1	216.3962671472006	6968	6968	0.4	216.3962671472006	0	0	0	0	1
[3, 4]	['21', '2']	0	0.8838383838383839	0.8838383838383839	1	325.35827708444697	9983	6993	0.4	325.35827708444697	175	198	66	75	1
[2, 1]	[[-124.30000000000001, 50.561438867316625], '2']	0	1.0	1.0	3	338.5041262663709	9983	7017	0.4	1015.5123787991128	72	72	28	28	1
[2]	[[550.935, 985.717965749764]]	1	1.0	1.0	12	252.4096291982482	9969	7033	0.2	31728.67801473314	56	56	22	22	1
[2, 3]	[[805.272544798782, 1081.065], '21']	1	1.0	1.0	1	240.32536832	9969	7042	0.4	240.32536832	12	12	5	5	1
[2]	[[168.445, 517.5550000000001]]	0	0.9693824597820446	0.9693824597820446	3	314.2739282773421	9994	7102	0.2	935.5425485000515	1868	1927	745	767	1
[2]	[[995.05, 1382.95]]	1	1.0	1.0	1	174.5330888932312	9967	7114	0.2	174.5330888932312	31	31	13	13	1
[2]	[[730.285, 1389.7150000000001]]	1	1.0	1.0	1	212.84354842442966	9969	7138	0.2	212.84354842442966	55	55	23	23	1
[2]	[[239.95, 684.6917687723392]]	0	0.9375	0.9375	1	289.8831066409052	9994	7149	0.2	302.10388330113153	1170	1248	481	511	1
[2, 4]	[[6.050000000000011, 60.06703358310736], '0']	0	1.0	1.0	2	336.99674988074713	9894	7180	0.4	673.9934997614943	44	44	19	19	1
[2]	[[14.819999999999993, 687.1800000000001]]	0	0.962800875273523	0.962800875273523	1	317.2724788387927	9994	7190	0.2	312.95458630002656	2640	2742	1084	1124	1
[2, 0]	[[1101.0462660050362, 1268.505], '4']	1	1.0	1.0	1	154.25	9051	7193	0.4	154.25	4	4	2	2	1
[2]	[[65.39999999999998, 582.6]]	0	0.9694744976816074	0.9694744976816074	3	317.1161255638958	9994	7206	0.2	937.4323019155504	2509	2588	1034	1064	1
[2, 3]	[[14.819999999999993, 50.561438867316625], '23']	0	1.0	1.0	1	348.1283714106201	9894	7221	0.4	348.1283714106201	29	29	12	12	1
[2, 0]	[[1273.637515755533, 1302.76], '4']	1	1.0	1.0	1	75.5	9535	7231	0.4	75.5	2	2	1	1	1
[2]	[[210.375, 533.625]]	0	0.9644351464435147	0.9644351464435147	1	292.50900447506905	9994	7260	0.2	305.3862555938363	1383	1434	585	604	1
[2, 3]	[[475.24, 787.1793018867443], '21']	1	1.0	1.0	1	262.2707417582502	9896	7261	0.4	262.2707417582502	25	25	11	11	1
[2]	[[551.935, 1082.065]]	1	1.0	1.0	1	235.59765210379723	9969	7298	0.2	235.59765210379723	67	67	29	29	1
[3, 0, 4]	['23', '6', '2']	1	0.1864406779661017	0.1864406779661017	1	327.4994752573207	9943	7324	0.6	327.4994752573207	11	59	4	25	1
[2]	[[731.91, 1068.09]]	1	1.0	1.0	1	220.94752170507473	9969	7375	0.2	220.94752170507473	38	38	17	17	1
[2, 1, 0, 4]	[[-124.30000000000001, -72.06101698777098], '2', '6', '0']	0	0.1	1.0	1	354.181963579392	7379	7379	0.8	354.181963579392	0	0	0	0	1
[2, 1]	[[-78.27500000000003, 50.561438867316625], '2']	0	1.0	1.0	4	338.50411592301367	9983	7397	0.4	1354.0164636920547	65	65	28	28	1
[2]	[[574.7950000000001, 1053.205]]	1	1.0	1.0	2	238.5222797889273	9969	7431	0.2	477.0445595778546	53	53	25	25	1
[2]	[[477.82, 1150.18]]	1	1.0	1.0	1	235.2771273037886	9969	7431	0.2	235.2771273037886	68	68	31	31	1
[2]	[[-111.995, 443.995]]	0	0.9752936411502633	0.9752936411502633	1	317.2724788414843	9994	7445	0.2	312.9545863082408	2408	2469	1087	1113	1
[2, 3, 4]	[[330.32, 410.67], '22', '1']	0	1.0	1.0	2	294.6891176932719	9600	7457	0.6	589.3782353865438	25	25	12	12	1
[2]	[[397.795, 900.2750000000001]]	1	0.5625	0.5625	1	250.59741126766724	9993	7484	0.2	252.99676408458404	54	96	25	45	1
[2]	[[-124.30000000000001, 686.48]]	0	0.9634295002031694	0.9634295002031694	1	317.2724788387927	9994	7489	0.2	312.95458630002656	2371	2461	1089	1129	1
[3, 4, 1]	['23', '1', '2']	1	0.12269938650306748	0.12269938650306748	1	318.03154568578225	9971	7572	0.6	318.03154568578225	20	163	9	78	1
[1, 4]	['2', '2']	0	0.8705636743215032	0.8705636743215032	1	312.61230528726094	9983	7579	0.4	312.61230528726094	417	479	198	228	1
[2]	[[550.935, 1233.415]]	1	1.0	1.0	1	234.3374548484683	9969	7619	0.2	234.3374548484683	70	70	34	34	1
[2]	[[-10.25, 636.25]]	0	0.9653979238754326	0.9653979238754326	1	317.2724788387927	9994	7633	0.2	312.95458630002656	2232	2312	1089	1126	1
[2, 0]	[[6.050000000000011, 50.561438867316625], '4']	0	1.0	1.0	1	340.4227181686741	9894	7637	0.4	340.4227181686741	30	30	15	15	1
[2]	[[548.125, 134.3]]	1	0.1	1.0	1	228.1200975774426	7663	7663	0.2	228.1200975774426	0	0	0	0	1
[1, 3]	['2', '21']	1	0.05343511450381679	0.05343511450381679	1	328.2746235570658	9969	7665	0.4	5207.085777520615	42	786	21	387	1
[2]	[[330.32, 775.69]]	0	0.9118329466357309	0.9118329466357309	4	300.3426971029106	9994	7690	0.2	1260.7134855145532	393	431	196	215	1
[2]	[[-78.27500000000003, 50.561438867316625]]	0	1.0	1.0	9	338.5041272889938	9983	7705	0.2	3046.5371456009443	55	55	28	28	1
[2, 4]	[[764.5162923604619, 985.717965749764], '1']	1	1.0	1.0	1	234.2474368	9969	7718	0.4	234.2474368	13	13	7	7	1
[2]	[[-124.30000000000001, 285.065]]	0	0.9778085991678225	0.9778085991678225	3	328.718513446138	9983	7774	0.2	979.5242684043311	1410	1442	728	745	1
[2, 1, 4]	[[-124.30000000000001, -64.78990952925014], '2', '2']	0	0.1	1.0	1	334.62648035207263	7774	7774	0.6	334.62648035207263	0	0	0	0	1
[2]	[[226.05, 613.95]]	0	0.9587332053742802	0.9587332053742802	3	289.8831478829462	9994	7787	0.2	906.3118045610483	999	1042	523	545	1
[2]	[[384.865, 889.135]]	1	0.3879310344827586	0.3879310344827586	1	259.7858744820323	9993	7871	0.2	264.48234310254037	45	116	24	63	1
[2]	[[333.145, 940.855]]	1	0.14285714285714285	0.14285714285714285	1	296.52862046300163	9993	7871	0.2	310.410775578752	55	385	29	211	1
[2, 1]	[[707.215, 1205.18], '2']	1	1.0	1.0	1	217.60241489325796	9969	7881	0.4	217.60241489325796	40	40	22	22	1
[2, 1]	[[532.8199999999999, 134.3], '2']	1	0.1	1.0	1	181.81474572074504	7881	7881	0.4	181.81474572074504	0	0	0	0	1
[2]	[[698.4499999999999, 134.3]]	1	0.1	1.0	1	175.5599665430528	7899	7899	0.2	175.5599665430528	0	0	0	0	1
[2, 1]	[[343.6760715843162, 360.4219217473817], '2']	0	1.0	1.0	7	326.1003702078392	9945	8018	0.4	2282.7025914548744	88	88	51	51	1
[2]	[[586.845, 134.3]]	1	0.1	1.0	1	197.75	8022	8022	0.2	197.75	0	0	0	0	1
[2, 0]	[[227.17000000000002, 1028.83], '4']	1	0.2361111111111111	0.2361111111111111	1	314.63291870152153	9896	8058	0.4	314.63291870152153	17	72	9	43	1
[2]	[[921.05, 1308.95]]	1	1.0	1.0	1	174.51819967523323	9967	8062	0.2	174.51819967523323	21	21	13	13	1
[2]	[[-91.40999999999997, 865.41]]	0	0.9582893347412883	0.9582893347412883	5	317.25447168375314	9994	8077	0.2	1564.4981641197687	1815	1894	1089	1135	1
[2]	[[167.19, 606.81]]	0	0.9642301710730948	0.9642301710730948	1	314.2739243588018	9994	8077	0.2	311.84750851328477	1240	1286	747	773	1
[4, 3]	['0', '23']	0	1.0	1.0	11	340.4028112151305	9930	8097	0.4	3744.4309233664353	119	119	75	75	1
[2]	[[455.84499999999997, 1322.155]]	1	0.9655172413793104	0.9655172413793104	1	232.43563163935647	9969	8101	0.2	232.43563163935647	56	58	35	36	1
[2]	[[751.865, 1256.135]]	1	1.0	1.0	1	217.58510744668735	9969	8120	0.2	217.58510744668735	33	33	22	22	1
[2]	[[15.515000000000015, 60.06703358310736]]	0	1.0	1.0	14	339.49291064518104	9983	8140	0.2	58085.84981194459	56	56	37	37	1
[2, 1]	[[768.9697609322907, 1173.46], '2']	1	1.0	1.0	1	219.25492348326028	9969	8194	0.4	219.25492348326028	29	29	20	20	1
[2]	[[226.05, 285.065]]	0	0.9545454545454546	0.9545454545454546	10	316.936125396672	9751	8197	0.2	3169.36125396672	252	264	162	169	1
[2, 0]	[[-78.27500000000003, 60.06703358310736], '5']	0	1.0	1.0	1	316.953152	9983	8246	0.4	316.953152	10	10	7	7	1
[2]	[[-115.065, 285.065]]	0	0.9758928571428571	0.9758928571428571	2	328.718513446138	9983	8279	0.2	653.0161789362207	1093	1120	728	745	1
[2]	[[885.4449999999999, 1234.555]]	1	1.0	1.0	1	199.75866245635112	9967	8290	0.2	199.75866245635112	20	20	15	15	1
[2, 0, 3]	[[237.655, 664.345], '4', '21']	1	0.2857142857142857	0.2857142857142857	1	308.34561910887214	9896	8325	0.6	308.34561910887214	8	28	6	23	1
[0, 4]	['4', '0']	0	0.963302752293578	0.963302752293578	1	327.7706303379399	9894	8332	0.4	327.20410990303105	105	109	75	77	1
[0, 3]	['4', '21']	0	0.945054945054945	0.945054945054945	2	330.2853134366259	9751	8332	0.4	645.3916044894561	172	182	122	129	1
[2]	[[159.585, 560.415]]	0	0.9679098005203816	0.9679098005203816	1	317.72276272156927	9994	8362	0.2	312.66690117570624	1116	1153	786	809	1
[2]	[[-66.69, 786.69]]	0	0.9613947696139477	0.9613947696139477	3	317.2724788387927	9994	8362	0.2	938.8637589000797	1544	1606	1089	1129	1
[2]	[[995.05, 1302.76]]	1	1.0	1.0	1	175.76555163647998	9967	8383	0.2	175.76555163647998	15	15	13	13	1
[2, 4]	[[1273.637515755533, 1382.95], '2']	1	1.0	1.0	1	78.0	9535	8383	0.4	78.0	1	1	1	1	1
[2]	[[-102.065, 428.065]]	0	0.9736147757255936	0.9736147757255936	1	320.3325665518554	9994	8428	0.2	322.29323288530094	1476	1516	1084	1109	1
[4, 0, 3, 2]	['2', '4', '23', [-117.20499999999998, 361.205]]	1	0.12121212121212122	0.12121212121212122	1	310.0272109396452	9607	8455	0.8	310.0272109396452	4	33	4	25	1
[2]	[[-122.36500000000001, 666.365]]	0	0.96271637816245	0.96271637816245	1	317.2724788387927	9994	8467	0.2	312.95458630002656	1446	1502	1089	1128	1
[2, 3]	[[15.515000000000015, 285.065], '23']	0	0.9638297872340426	0.9638297872340426	1	324.1265438919984	9930	8486	0.4	324.658179864998	453	470	343	355	1
[2]	[[247.31, 1100.69]]	1	0.10077519379844961	0.10077519379844961	1	287.5007416544789	9993	8516	0.2	299.1259270680986	65	645	48	503	1
[2, 1]	[[764.5162923604619, 1068.09], '2']	1	1.0	1.0	1	220.99627732841398	9969	8527	0.4	220.99627732841398	21	21	17	17	1
[2, 4]	[[731.91, 1146.7150000000001], '1']	1	1.0	1.0	1	221.66704703488	9969	8527	0.4	221.66704703488	15	15	11	11	1
[2]	[[21.189999999999998, 460.81]]	0	0.9717713479181369	0.9717713479181369	1	317.2724788414843	9994	8528	0.2	312.9545863082408	1377	1417	1080	1108	1
[2]	[[335.59000000000003, 1292.4099999999999]]	1	0.1968503937007874	0.1968503937007874	1	288.3309150421974	9993	8583	0.2	300.1636438027467	50	254	41	213	1
[2]	[[-120.36500000000001, 668.365]]	0	0.9622093023255814	0.9622093023255814	1	317.2724788387927	9994	8596	0.2	312.95458630002656	1324	1376	1089	1128	1
[2]	[[-9.625, 313.625]]	0	0.9775609756097561	0.9775609756097561	4	327.8170015703828	9983	8614	0.2	1297.2285309607694	1002	1025	832	850	1
[2, 3, 1]	[[447.72499999999997, 664.345], '23', '2']	1	1.0	1.0	1	277.0	9865	8636	0.6	277.0	3	3	2	2	1
[2]	[[-95.78499999999997, 537.785]]	0	0.9726858877086495	0.9726858877086495	1	317.2724788414843	9994	8641	0.2	312.9545863082408	1282	1318	1089	1117	1
[2, 3]	[[15.515000000000015, 157.09635628705564], '23']	0	0.9830508474576272	0.9830508474576272	2	319.59417596888045	9930	8650	0.4	639.1883519377609	232	236	200	203	1
[3, 2, 0]	['21', [-115.33364322635418, -9.625], '5']	0	0.09879518072289156	0.9879518072289156	1	313.3066238175767	8665	8665	0.6	313.3066238175767	0	0	0	0	1
[2]	[[63.120000000000005, 476.88]]	0	0.9710378117457763	0.9710378117457763	1	317.1161255639005	9994	8665	0.2	312.47743397186423	1207	1243	1044	1072	1
[2, 0]	[[343.6760715843162, 360.4219217473817], '6']	0	1.0	1.0	1	327.14450920815955	9777	8681	0.4	327.14450920815955	37	37	32	32	1
[2]	[[26.95999999999998, 751.04]]	0	0.9608938547486033	0.9608938547486033	1	317.116169183446	9994	8709	0.2	312.47756708815314	1204	1253	1079	1119	1
[2]	[[-124.30000000000001, 497.11]]	0	0.9712837837837838	0.9712837837837838	1	317.2724788414843	9994	8778	0.2	312.9545863082408	1150	1184	1089	1117	1
[1, 3]	['2', '23']	0	0.9379652605459057	0.9379652605459057	1	311.2549669285304	9930	8789	0.4	308.568708660663	378	403	363	384	1
[4, 1, 0]	['1', '2', '4']	1	0.11392405063291139	0.11392405063291139	1	315.38693917580724	9948	8796	0.6	308.7336739697591	9	79	9	76	1
[2]	[[-124.30000000000001, 695.155]]	0	0.9623931623931624	0.9623931623931624	1	317.2724788387927	9994	8804	0.2	312.95458630002656	1126	1170	1089	1129	1
[2, 1]	[[1070.02, 1115.7134750712385], '2']	1	1.0	1.0	1	176.5	9214	8815	0.4	176.5	2	2	2	2	1
[4, 0]	['1', '6']	1	0.11688311688311688	0.11688311688311688	1	294.642540114622	9969	8817	0.4	294.642540114622	9	77	9	76	1
[2, 1]	[[731.91, 1008.415], '2']	1	1.0	1.0	1	229.94680064	9969	8817	0.4	229.94680064	12	12	12	12	1
[3, 2]	['23', [113.58500000000001, 514.415]]	1	0.07720588235294118	0.07720588235294118	1	313.53196706798036	9993	8819	0.4	3508.108628108542	21	272	20	265	1
[2, 1]	[[227.17000000000002, 664.345], '2']	1	0.05366726296958855	0.05366726296958855	1	289.8831478829462	9993	8819	0.4	4905.156776613828	30	559	29	549	1
[2]	[[644.5203527829357, 1256.135]]	1	1.0	1.0	1	221.98197196754478	9969	8870	0.2	221.98197196754478	23	23	23	23	0
[4, 2, 1, 0]	['2', [20.95999999999998, 745.04], '2', '4']	1	0.09090909090909091	0.09090909090909091	1	314.48240344651765	9607	8906	0.8	314.48240344651765	6	66	6	66	0
[2, 4, 1]	[[-38.90412090302664, 745.04], '2', '2']	1	0.08173076923076923	0.08173076923076923	1	312.6123069122523	9993	8906	0.6	3338.9049149981715	17	208	17	208	0
[2, 3]	[[343.6760715843162, 360.4219217473817], '21']	0	1.0	1.0	2	328.9014913088672	9945	8944	0.4	657.8029826177344	23	23	23	23	0
[0]	['6']	1	0.05555555555555555	0.05555555555555555	1	320.6212457978619	9969	8962	0.2	5037.8863837901345	19	342	19	342	0
[2]	[[831.4449999999999, 1180.555]]	1	1.0	1.0	1	201.96027904	9967	8962	0.2	201.96027904	12	12	12	12	0
[2]	[[-27.92500000000001, 553.925]]	0	0.9730569948186528	0.9730569948186528	1	317.2724788414843	9994	9002	0.2	312.9545863082408	939	965	939	965	0
[2]	[[-124.30000000000001, 750.62]]	0	0.9622641509433962	0.9622641509433962	1	317.2724788387927	9994	9025	0.2	312.95458630002656	918	954	918	954	0
[2, 0]	[[728.2805983569384, 1205.18], '4']	1	1.0	1.0	1	201.0	9923	9033	0.4	201.0	4	4	4	4	0
[2]	[[-124.30000000000001, 514.2950000000001]]	0	0.9720730397422127	0.9720730397422127	1	317.2724788414843	9994	9039	0.2	312.9545863082408	905	931	905	931	0
[2]	[[-46.73999999999998, 418.74]]	0	0.9749715585893061	0.9749715585893061	2	320.3325665779001	9994	9085	0.2	644.5864659295659	857	879	857	879	0
[2]	[[412.0945469203604, 1296.02]]	1	0.7777777777777778	0.7777777777777778	1	240.46058076223386	9993	9089	0.2	240.3257259527923	28	36	28	36	0
[2]	[[108.39999999999998, 625.6]]	0	0.9609882964889467	0.9609882964889467	1	317.1632965315959	9994	9102	0.2	312.6213883410519	739	769	739	769	0
