InstanceID	LaneNumber	LaneDirection	Volume	Hour	DayNumber	Class
297	102.56787572728693	241.38473894859698	16399.994047786327	162.1100369228682	93.0	0
40	117.40270675076455	271.05814750936287	15567.478353022187	190.58851762962837	86.0	0
1147	102.04412682790775	224.5604077828444	16763.509834865978	179.8417300897331	86.0	0
352	112.74520129593499	273.3590222922346	16471.07817199499	167.76661093297542	155.10976109718442	0
391	109.69640004569312	260.3662204756797	15762.862478376077	152.15041157969782	90.0	0
419	139.83005461885188	263.51847923914096	16393.707753865132	167.1250968627469	100.4365609539883	0
1125	120.52040184459668	242.78206387583626	16172.28016086224	171.58698476874144	135.16856048126655	0
826	97.29993017551745	247.51048228445578	16431.263446756268	143.56422136720448	101.45832996099169	0
736	114.48847410814615	255.40701142415682	15325.672499237644	146.92237822342807	91.0	0
729	97.59253840291238	245.5501151507516	16452.80751830279	162.13611259575453	86.0	0
835	97.30670913592347	218.26610220619048	16800.54601722098	148.4409793424067	86.0	0
541	114.47323887684392	297.06359977404696	15845.06892011132	207.02859142134054	150.93382126312483	0
535	108.01006061294954	271.1984564361095	15983.49724976714	195.461945949498	185.11104261758214	0
565	118.31792901027065	431.94438002906855	14214.425809050312	171.3182846455583	91.0	0
476	120.24431748149624	249.423584926472	15218.403110897936	146.65486469909337	91.0	0
1022	116.85377131535915	260.9920748391812	15098.81801926415	175.77607840641906	89.0	0
816	133.77194976708307	239.3816253822904	15983.38609501257	198.2204927951031	155.05063467234564	0
87	121.3027668657105	215.62214328256405	15379.183025195007	176.98006935862972	86.0	0
530	135.5713556372214	289.5528387677134	15882.52933692113	149.01854789731556	165.1666656539178	0
718	106.10613587963046	238.77607768529347	15368.76927941407	172.39572087641778	105.27461225521469	0
90	107.22425050509487	227.88197208346244	16474.37423417176	159.73942772248125	95.0	0
332	114.23761221285302	238.71024605954062	15417.110680454238	157.2977443806647	85.0	0
501	108.63354830024231	198.37475135870022	16734.438370706208	174.26925326599928	110.25866921072357	0
1098	108.11436722650878	234.91759601803025	16358.418389726648	175.78502164686932	85.0	0
468	101.51527918974004	247.70547652382612	16390.85651507373	161.15371806764972	85.0	0
1065	103.4977515949183	224.16373963836904	16887.496855883168	164.16065671389782	94.0	0
865	105.03463940974191	251.98998655023365	15158.477209337545	157.4070089407809	121.08918367351558	0
855	119.63173117731706	241.0869928435318	15802.556598907984	174.6520207735304	135.5543260664529	0
756	118.74154050085964	227.73076323384444	16914.098641757137	170.65333506035412	162.85374154718207	0
869	116.8684142496214	272.82029968587113	15272.61960649855	180.97994645394053	115.88255733321488	0
241	98.3248395936108	249.33224363131163	16502.015882538704	142.30335412213904	90.0	0
709	106.05240908669525	433.7525991321215	15050.347685932573	163.1532373916196	158.73738249923477	0
1141	98.3307876703275	255.33613566835967	16520.59559859322	142.97818293947768	100.5737174389623	0
1122	137.97080859521236	249.05464806226325	15759.228141818478	205.0673272163743	175.2926874706002	0
584	118.25587575837844	225.93111769977205	16839.3083384187	157.11313361598732	122.12333612405527	0
1021	130.3488456117962	447.5192579178353	14523.901629123264	260.18181076161216	88.0	0
10	105.05423958207135	244.36010920167402	15277.338458625432	150.01966127785303	91.0	0
495	30.290580513003075	408.1167387351058	9165.46993463169	121.31892006079411	210.5716720826274	1
858	114.89145767566131	242.3001930117444	15825.90636032775	167.67222617902482	144.19428176556383	0
243	140.8848320785976	295.439920874346	15304.187401982423	184.86193475822665	170.07156948743207	0
514	107.99238453828036	264.10719700271807	15223.339791579167	177.7971130491775	85.0	0
362	117.87947142655865	302.24186192408825	15910.303116351863	207.94127652852413	150.17181053251878	0
542	120.87486265864462	283.6058043238821	15446.26250532578	187.52255571516423	130.92087328599348	0
848	145.5831932576814	258.76639407520315	15568.715592984805	152.52647830860968	160.99957119478697	0
833	120.88515964935179	259.8259058611218	15418.29922212673	175.01576195616911	85.0	0
1105	98.34137347623845	248.45297930636266	16495.779028912973	141.37898970189897	86.0	0
147	117.13070527282063	246.8468715935678	15816.943981888768	160.16976250686596	147.26215302571225	0
506	126.90745404543576	274.96371228591676	15500.589000275226	213.22358369689795	107.34691780849404	0
627	120.54059202432005	242.1543226956125	15773.768517978726	171.6936312362703	135.5845089585938	0
290	126.91418815385917	271.39355051449655	15255.226712049569	196.0594200781926	85.0	0
148	113.80575018387906	272.97992602958107	15687.260436032924	166.84458768112154	160.09553360145387	0
776	150.24517638140657	381.16777237826824	15225.989350810334	156.91430688103708	118.99919971554505	0
188	166.2285967951346	288.6974756984313	15428.953111706704	220.64766191746037	201.781864039849	0
434	149.90762983545764	452.61844004642313	14594.781983508026	254.76469871552533	88.0	0
