Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[3, 2]	['23', [237.655, 664.345]]	1	0.19011406844106463	0.19011406844106463	3	350.1233160203409	4746	572	0.4	12565.671314841233	50	263	14	69	1
[4]	['1']	1	0.11866359447004608	0.11866359447004608	4	388.2113257824184	4957	572	0.2	39683.23725092287	103	868	27	228	1
[2, 3]	[[362.7158217580543, 625.065], '21']	0	0.8465346534653465	0.8465346534653465	1	317.36130019158696	4727	602	0.4	317.36130019158696	171	202	44	52	1
[2, 4]	[[6.585000000000008, 1028.83], '0']	1	0.02511415525114155	0.02511415525114155	2	467.3858965091621	4982	619	0.4	56435.63667629529	22	876	6	230	1
[2, 1]	[[6.585000000000008, 1028.83], '2']	1	0.047004608294930875	0.047004608294930875	1	416.56061712862873	4999	619	0.4	6718.528736362238	204	4340	54	1142	1
[2, 1]	[[227.17000000000002, 664.345], '2']	1	0.050724637681159424	0.050724637681159424	1	331.2929740662688	4957	660	0.4	4951.419023684033	105	2070	29	549	1
[2]	[[6.050000000000011, 393.95]]	0	0.9782236359187668	0.9782236359187668	6	428.9412508254576	4987	664	0.2	2573.6475049527453	3998	4087	1064	1088	1
[0]	['6']	0	0.9463040446304045	0.9463040446304045	7	333.3207197594841	4977	687	0.2	2333.2450383163887	1357	1434	363	384	1
[2, 3, 4, 0]	[[-124.30000000000001, 407.41499999999996], '23', '2', '6']	1	0.07228915662650602	0.07228915662650602	1	492.30551334725396	4183	727	0.8	5162.950370723502	6	83	2	23	1
[4]	['1']	0	0.8809523809523809	0.8809523809523809	9	388.2113257824184	4925	728	0.2	3493.9019320417656	740	840	201	228	1
[2, 4]	[[1014.4449999999999, 1363.555], '1']	1	1.0	1.0	2	150.1019339776	4834	751	0.4	300.2038679552	14	14	4	4	1
[3, 0]	['22', '6']	1	0.0574468085106383	0.0574468085106383	2	325.66177962573704	4834	751	0.4	17190.84742517132	27	470	7	127	1
[2, 1]	[[484.83731333598905, 985.717965749764], '2']	1	1.0	1.0	17	253.40863844996707	4994	753	0.4	55520.79384867469	81	81	22	22	1
[2]	[[-13.275000000000034, 439.27500000000003]]	1	0.022482893450635387	0.022482893450635387	1	423.9209594164539	4999	757	0.2	14294.504180282207	92	4092	26	1112	1
[2]	[[66.49499999999995, 803.5050000000001]]	1	0.036224489795918365	0.036224489795918365	1	414.84772837295145	4999	777	0.2	8682.061299940817	142	3920	40	1072	1
[2, 3]	[[227.17000000000002, 1028.83], '23']	1	0.156794425087108	0.156794425087108	1	360.6056794170826	4746	777	0.4	360.6056794170826	45	287	14	79	1
[2, 1, 4, 3]	[[484.83731333598905, 805.1188466655724], '2', '1', '21']	1	1.0	1.0	1	238.35984380149156	4957	806	0.8	238.35984380149156	22	22	6	6	1
[2]	[[-63.22500000000002, 777.225]]	0	0.9655845740785941	0.9655845740785941	1	423.9186160841003	4987	817	0.2	423.9186160841003	3956	4097	1089	1129	1
[3, 4]	['23', '2']	1	0.14814814814814814	0.14814814814814814	3	496.8031788260861	4999	826	0.4	22880.58147610821	40	270	12	75	1
[2, 1]	[[437.2636416235983, 1028.83], '2']	1	0.8947368421052632	0.8947368421052632	1	249.52260092544228	4994	826	0.4	249.52260092544228	102	114	28	31	1
[4]	['0']	0	0.9761620977353993	0.9761620977353993	9	467.38589650256483	4987	841	0.2	4206.473068523083	819	839	225	231	1
[3, 4, 1, 2]	['23', '2', '2', [-124.30000000000001, 500.435]]	1	0.13636363636363635	0.13636363636363635	1	496.8032961322359	4999	842	0.8	496.8032961322359	36	264	11	74	1
[2]	[[-74.94999999999999, 312.95]]	1	0.020138659623638165	0.020138659623638165	1	447.7745792120926	4999	842	0.2	16856.417590049216	61	3029	18	842	1
[2]	[[-124.30000000000001, 330.32]]	0	0.9782874617737003	0.9782874617737003	12	437.5383907859702	4987	862	0.2	5250.460689431642	3199	3270	893	914	1
[2]	[[734.47, 1277.53]]	1	1.0	1.0	12	209.78443882618433	4994	898	0.2	2517.413265914212	80	80	22	22	1
[2]	[[-124.30000000000001, 811.9449999999999]]	0	0.9643391521197008	0.9643391521197008	1	423.9186160841003	4987	909	0.2	423.9186160841003	3867	4010	1089	1130	1
[1, 2]	['2', [397.795, 876.2049999999999]]	1	0.5263157894736842	0.5263157894736842	1	265.7706996631952	4994	959	0.4	265.7706996631952	80	152	23	43	1
[2, 3]	[[764.5162923604619, 1363.555], '22']	1	1.0	1.0	3	188.8057908067402	4939	969	0.4	566.4173724202205	65	65	18	18	1
[2, 4, 0]	[[1014.4449999999999, 1363.555], '1', '4']	1	1.0	1.0	1	126.0	4425	969	0.6	126.0	6	6	2	2	1
[2]	[[-114.22500000000002, 726.225]]	0	0.9650777466224828	0.9650777466224828	1	423.9186160841003	4987	994	0.2	423.9186160841003	3786	3923	1089	1129	1
[1, 4]	['2', '1']	1	0.11548223350253807	0.11548223350253807	7	388.2113257824184	4957	996	0.4	124877.87950658746	91	788	27	228	1
[2, 1]	[[227.17000000000002, 1028.83], '2']	1	0.07590422822210902	0.07590422822210902	3	317.2473561473845	4994	1008	0.4	28517.467877388026	149	1963	44	564	1
[2]	[[-9.064999999999998, 521.065]]	1	0.024301964839710446	0.024301964839710446	1	423.92095941583386	4999	1008	0.2	13224.519767608475	94	3868	28	1117	1
[4, 2]	['1', [371.72499999999997, 824.2750000000001]]	1	0.42857142857142855	0.42857142857142855	1	288.3088443527055	4957	1025	0.4	288.3088443527055	33	77	10	22	1
[2, 3]	[[15.515000000000015, 330.32], '21']	0	0.9888517279821628	0.9888517279821628	1	455.2255122343015	4987	1062	0.4	455.2255122343015	887	897	258	261	1
[2, 1, 3]	[[251.79617638614786, 437.2636416235983], '2', '21']	1	0.013020833333333334	0.013020833333333334	1	328.2263801484679	4869	1068	0.6	19110.458732066294	10	768	3	223	1
[2]	[[103.07499999999999, 684.925]]	0	0.9604836331465645	0.9604836331465645	4	414.7348260125575	4987	1084	0.2	1658.93930405023	3257	3391	960	1000	1
[4]	['2']	1	0.13409961685823754	0.13409961685823754	9	413.33045024389537	4999	1110	0.2	189274.14450508257	105	783	30	228	1
[2]	[[-124.30000000000001, 748.875]]	0	0.9648016811137379	0.9648016811137379	1	423.9186160841003	4987	1113	0.2	423.9186160841003	3673	3807	1089	1129	1
[2]	[[-124.30000000000001, 653.9449999999999]]	1	0.0332892998678996	0.0332892998678996	1	423.9186160841003	4999	1128	0.2	9654.154312931205	126	3785	38	1127	1
[1, 2]	['2', [209.79500000000002, 688.2049999999999]]	1	0.0482392667631452	0.0482392667631452	1	336.0559634006614	4957	1142	0.4	5281.378795889278	100	2073	31	622	1
[2, 4]	[[397.795, 876.2049999999999], '2']	1	0.8372093023255814	0.8372093023255814	1	247.55601522574204	4994	1142	0.4	247.55601522574204	36	43	11	13	1
[2]	[[36.004999999999995, 591.995]]	1	0.027166530834012496	0.027166530834012496	1	423.9209590287347	4999	1146	0.2	11830.06457779439	100	3681	31	1101	1
[3, 2, 4]	['23', [237.655, 664.345], '2']	1	0.7105263157894737	0.7105263157894737	1	370.32393248889673	4602	1146	0.6	370.32393248889673	27	38	9	12	1
[2]	[[933.98, 1296.02]]	1	1.0	1.0	8	186.19726651697832	4889	1150	0.2	1489.5781321358265	41	41	12	12	1
[2, 4]	[[734.47, 1363.555], '2']	1	1.0	1.0	1	194.1317864704845	4994	1150	0.4	194.1317864704845	40	40	11	11	1
[2]	[[-80.67000000000002, 410.67]]	0	0.9784799782075728	0.9784799782075728	4	423.92096101550646	4987	1157	0.2	1695.6838440620259	3592	3671	1077	1101	1
[2, 1]	[[-38.52999999999997, 159.192141141302], '2']	0	0.9835907335907336	0.9835907335907336	1	480.2569209398098	4987	1157	0.4	480.2569209398098	1019	1036	303	308	1
[2]	[[104.19, 543.81]]	0	0.9721200980392157	0.9721200980392157	1	414.73873798938916	4987	1178	0.2	414.73873798938916	3173	3264	958	986	1
[1, 3]	['2', '22']	1	0.055865921787709494	0.055865921787709494	2	367.3084543438787	4939	1189	0.4	19937.943264553058	70	1253	21	381	1
[2, 1]	[[764.5162923604619, 1363.555], '2']	1	1.0	1.0	3	201.38031471675828	4994	1189	0.4	604.1409441502749	77	77	23	23	1
[2, 0]	[[764.5162923604619, 1363.555], '5']	1	1.0	1.0	1	183.13671556225432	4939	1208	0.4	183.13671556225432	19	19	6	6	1
[2, 3, 1]	[[764.5162923604619, 846.1412824862706], '22', '2']	1	1.0	1.0	1	142.33333333333334	3975	1208	0.6	142.33333333333334	3	3	1	1	1
[4]	['2']	0	0.8677248677248677	0.8677248677248677	7	413.33045024389537	4955	1233	0.2	2893.3131517072675	656	756	198	228	1
[2, 1]	[[-124.30000000000001, 215.31857204023297], '2']	0	0.9798154555940023	0.9798154555940023	1	482.225498653503	4987	1245	0.4	482.225498653503	1699	1734	521	531	1
[2]	[[-64.52999999999997, 478.53]]	1	0.02484815019326339	0.02484815019326339	1	423.92095941583386	4999	1262	0.2	12933.83257565817	90	3622	28	1117	1
[2, 1, 4]	[[617.47, 985.717965749764], '2', '2']	1	1.0	1.0	1	225.53996792904286	4994	1273	0.6	225.53996792904286	21	21	6	6	1
[2, 1, 4, 3, 0]	[[484.83731333598905, 805.1188466655724], '2', '1', '21', '4']	1	1.0	1.0	1	223.153152	4957	1282	1.0	223.153152	10	10	3	3	1
[3, 2]	['23', [73.61000000000001, 668.39]]	1	0.0625	0.0625	2	453.1489293711608	4999	1290	0.4	21986.562826725552	66	1056	21	329	1
[2, 1]	[[237.655, 664.345], '2']	1	0.05379557680812911	0.05379557680812911	4	328.14849564275346	4957	1290	0.4	73991.22894275538	90	1673	29	522	1
[2, 4]	[[73.61000000000001, 668.39], '2']	1	0.0921875	0.0921875	1	442.6378910893392	4999	1310	0.4	442.6378910893392	59	640	19	197	1
[2, 1]	[[130.005, 504.53], '2']	0	0.974376731301939	0.974376731301939	1	374.6664751163701	4987	1324	0.4	374.6664751163701	2814	2888	883	907	1
[2, 4]	[[933.98, 1296.02], '2']	1	1.0	1.0	1	175.69172391436405	4889	1354	0.4	175.69172391436405	22	22	7	7	1
[2, 1]	[[502.9259460230478, 504.53], '2']	0	0.1	1.0	1	133.97059374320276	1361	1361	0.4	133.97059374320276	0	0	0	0	1
[2, 4]	[[764.5162923604619, 1277.53], '1']	1	1.0	1.0	1	200.03966426032017	4834	1378	0.4	200.03966426032017	36	36	12	12	1
[2, 3]	[[15.515000000000015, 159.192141141302], '21']	0	1.0	1.0	5	479.9973277279817	4987	1420	0.4	2399.9866386399085	93	93	30	30	1
[2]	[[130.005, 685.995]]	0	0.9612403100775194	0.9612403100775194	10	374.65360443793156	4987	1439	0.2	3746.5360443793156	2728	2838	883	919	1
[2, 1, 3]	[[441.89818311325376, 1028.83], '2', '22']	1	0.9	0.9	1	208.41384796085896	4939	1483	0.6	208.41384796085896	27	30	9	10	1
[2, 1]	[[617.47, 985.717965749764], '2']	1	1.0	1.0	2	251.4597691321034	4994	1501	0.4	502.9195382642068	49	49	16	16	1
[2]	[[-38.52999999999997, 423.97692637416185]]	0	0.9770901517405534	0.9770901517405534	2	423.9209594164539	4987	1502	0.2	847.8419188329078	3284	3361	1082	1107	1
[2]	[[-36.81, 402.81]]	1	0.022101120193763247	0.022101120193763247	1	428.9410412693831	4999	1526	0.2	14713.626389924862	73	3303	24	1096	1
[2, 1]	[[764.5162923604619, 985.717965749764], '2']	1	1.0	1.0	3	217.8435773677377	4994	1538	0.4	653.5307321032132	30	30	10	10	1
[2, 3, 4, 0]	[[-124.30000000000001, 407.41499999999996], '23', '2', '4']	1	0.16	0.16	1	477.8444583122954	4999	1543	0.8	477.8444583122954	12	75	4	25	1
[4, 0]	['2', '4']	1	0.13157894736842105	0.13157894736842105	1	433.7953378281567	4999	1543	0.4	433.7953378281567	30	228	10	76	1
[2]	[[22.935000000000002, 553.065]]	1	0.024962406015037596	0.024962406015037596	1	423.92095941583386	4999	1545	0.2	12874.632926845008	83	3325	28	1109	1
[2, 0]	[[237.655, 664.345], '6']	1	0.038157894736842106	0.038157894736842106	1	333.07875443674686	4746	1545	0.4	6617.57596228933	29	760	10	254	1
[2, 3]	[[397.795, 876.2049999999999], '23']	1	1.0	1.0	1	201.65921279999998	4233	1564	0.4	201.65921279999998	11	11	4	4	1
[2, 1]	[[330.32, 446.4967530206224], '2']	0	0.9763513513513513	0.9763513513513513	2	316.2775480814695	4925	1565	0.4	632.555096162939	578	592	194	199	1
[2]	[[-124.30000000000001, 425.78499999999997]]	0	0.9777912990568908	0.9777912990568908	1	423.9209594164539	4987	1580	0.2	423.9209594164539	3214	3287	1083	1108	1
[3, 2, 1]	['23', [237.655, 664.345], '2']	1	0.1921182266009852	0.1921182266009852	3	350.1233160203409	4746	1586	0.6	12434.5874861693	39	203	14	69	1
[2, 4, 0]	[[237.655, 664.345], '2', '6']	1	0.09420289855072464	0.09420289855072464	1	331.3316204475665	4183	1586	0.6	331.3316204475665	13	138	5	47	1
[2]	[[-1.204999999999984, 477.205]]	0	0.9754247572815534	0.9754247572815534	7	423.92095941583386	4987	1598	0.2	2967.446715910837	3215	3296	1089	1117	1
[2, 4]	[[484.83731333598905, 985.717965749764], '1']	1	1.0	1.0	2	246.9450046426438	4957	1604	0.4	493.8900092852876	38	38	13	13	1
[2, 1, 4]	[[617.47, 985.717965749764], '2', '1']	1	1.0	1.0	2	239.82330159336556	4957	1615	0.6	479.6466031867311	28	28	10	10	1
[2, 1, 4]	[[237.655, 1028.83], '2', '0']	1	0.0380952380952381	0.0380952380952381	1	365.0992011541137	4464	1627	0.6	7265.685569272695	8	210	3	72	1
[0]	['5']	0	0.945438282647585	0.945438282647585	1	369.80766214752157	4936	1644	0.2	369.80766214752157	1057	1118	363	384	1
[2, 4]	[[237.655, 664.345], '2']	1	0.14950166112956811	0.14950166112956811	1	346.6727982697792	4869	1665	0.4	346.6727982697792	45	301	16	104	1
[3, 2, 1, 4]	['23', [237.655, 664.345], '2', '2']	1	0.7272727272727273	0.7272727272727273	10	370.3258166336365	4602	1665	0.8	38603.18128114922	24	33	9	12	1
[2, 0]	[[617.47, 985.717965749764], '5']	1	1.0	1.0	1	198.16814524416	4939	1671	0.4	198.16814524416	15	15	6	6	1
[1, 2]	['2', [154.70499999999998, 969.2950000000001]]	1	0.05313014827018122	0.05313014827018122	1	328.4482859684619	4994	1690	0.4	4686.648481560737	129	2428	46	847	1
[2, 1]	[[437.2636416235983, 985.717965749764], '2']	1	0.8831168831168831	0.8831168831168831	1	254.42282415621003	4994	1690	0.4	254.42282415621003	68	77	24	27	1
[2, 3]	[[-38.52999999999997, 159.192141141302], '23']	0	0.9796954314720813	0.9796954314720813	1	478.96736582281346	4936	1722	0.4	478.96736582281346	579	591	205	209	1
[2, 1]	[[437.2636416235983, 876.2049999999999], '2']	1	0.8676470588235294	0.8676470588235294	1	257.9448248764603	4994	1724	0.4	257.9448248764603	59	68	21	24	1
[1, 2]	['2', [148.05, 535.95]]	0	0.9727005459890802	0.9727005459890802	1	349.98800348856173	4987	1760	0.4	349.98800348856173	2316	2381	825	849	1
[2]	[[160.98, 523.02]]	0	0.9725663716814159	0.9725663716814159	1	345.2586088276735	4977	1760	0.2	345.2586088276735	2198	2260	783	806	1
[1, 4, 2]	['2', '0', [-87.57500000000005, 623.575]]	1	0.02465331278890601	0.02465331278890601	1	467.38589650256483	4982	1771	0.6	14372.645912756318	16	649	6	231	1
[2, 3]	[[484.83731333598905, 985.717965749764], '23']	1	1.0	1.0	1	204.0	4105	1801	0.4	204.0	2	2	1	1	1
[3, 2, 4]	['23', [237.655, 664.345], '1']	1	1.0	1.0	3	286.79888384	4746	1812	0.6	860.39665152	12	12	5	5	1
[2]	[[-117.065, 393.95]]	0	0.9783405531489503	0.9783405531489503	8	428.9412508254576	4987	1817	0.2	3431.5300066036607	2936	3001	1065	1089	1
[2, 4]	[[437.2636416235983, 985.717965749764], '1']	1	0.8604651162790697	0.8604651162790697	1	254.99514884072633	4957	1832	0.4	254.99514884072633	37	43	14	16	1
[4, 1, 2]	['2', '2', [163.19, 602.81]]	1	0.07107843137254902	0.07107843137254902	1	369.38044508711124	4869	1879	0.6	3939.7845644982326	29	408	12	151	1
[2]	[[-124.30000000000001, 500.365]]	0	0.9757555629359017	0.9757555629359017	2	423.92095941583386	4987	1890	0.2	847.8419188316677	2938	3011	1089	1117	1
[2]	[[460.42499999999995, 1171.575]]	1	0.9666666666666667	0.9666666666666667	1	243.03889539660744	4994	1905	0.2	243.03889539660744	87	90	32	33	1
[1, 2, 0]	['2', [154.70499999999998, 969.2950000000001], '5']	1	0.05510907003444317	0.05510907003444317	2	334.9176740861235	4939	1909	0.6	18429.40798154063	48	871	19	327	1
[1, 2]	['2', [-124.30000000000001, 600.9]]	1	0.02664002664002664	0.02664002664002664	1	423.92095941583386	4999	1909	0.4	12063.869858583428	80	3003	32	1121	1
[2, 4]	[[348.58769808014824, 410.67], '1']	0	0.953125	0.953125	1	322.0860000155928	4925	1911	0.4	322.0860000155928	61	64	21	22	1
[3, 2, 1, 4, 0]	['23', [237.655, 876.2049999999999], '2', '2', '5']	1	0.75	0.75	4	338.22044928	4282	1929	1.0	1352.88179712	9	12	4	5	1
[2]	[[-124.30000000000001, 239.95]]	0	0.9833846153846154	0.9833846153846154	8	482.90550267807055	4987	1946	0.2	3863.2440214245644	1598	1625	608	618	1
[2, 3]	[[467.12, 880.88], '21']	1	0.9347826086956522	0.9347826086956522	1	254.88132363350843	4994	1958	0.4	254.88132363350843	43	46	16	17	1
[2, 1, 3]	[[467.12, 880.88], '2', '21']	1	0.9347826086956522	0.9347826086956522	1	254.88132363350843	4994	1958	0.6	254.88132363350843	43	46	16	17	1
[2]	[[532.8199999999999, 1205.18]]	1	1.0	1.0	7	236.76214919549085	4994	1959	0.2	1657.335044368436	91	91	34	34	1
[3, 1, 0]	['23', '2', '4']	1	0.05740181268882175	0.05740181268882175	2	475.87906459125105	4999	1994	0.6	25140.122660027966	19	331	7	128	1
[3, 2, 4]	['23', [-124.30000000000001, 500.435], '2']	1	0.13157894736842105	0.13157894736842105	1	496.8032961322359	4999	1994	0.6	496.8032961322359	25	190	11	74	1
[2]	[[-124.30000000000001, 526.645]]	0	0.9769601100412655	0.9769601100412655	6	423.92095941583386	4987	1997	0.2	2543.5257564950034	2841	2908	1089	1117	1
[2, 3, 1]	[[6.050000000000011, 157.09635628705564], '21', '2']	0	1.0	1.0	3	476.27972700408134	4987	2012	0.6	1428.839181012244	84	84	31	31	1
[4, 2]	['1', [740.935, 1271.065]]	1	1.0	1.0	1	200.06593319079343	4834	2050	0.4	200.06593319079343	28	28	12	12	1
[2]	[[-124.30000000000001, 664.365]]	0	0.9657364888731896	0.9657364888731896	1	423.9186160841003	4987	2105	0.2	423.9186160841003	2734	2831	1089	1128	1
[2, 1, 4]	[[1014.4449999999999, 1271.065], '2', '1']	1	1.0	1.0	1	157.02112	4834	2121	0.6	157.02112	9	9	4	4	1
[2, 1]	[[1273.637515755533, 1363.555], '2']	1	1.0	1.0	1	105.33333333333333	4927	2121	0.4	105.33333333333333	3	3	1	1	1
[1, 3, 2]	['2', '21', [607.585, 1008.415]]	1	1.0	1.0	1	254.4451214339205	4994	2148	0.6	254.4451214339205	33	33	13	13	1
[2, 4]	[[227.17000000000002, 1141.0279054717505], '0']	1	0.03314917127071823	0.03314917127071823	1	365.15515977125256	4464	2160	0.4	8351.051753954835	6	181	3	75	1
[2]	[[-124.30000000000001, 601.76]]	0	0.9727866473149492	0.9727866473149492	1	423.92095941583386	4987	2164	0.2	423.92095941583386	2681	2756	1089	1121	1
[2]	[[-124.30000000000001, 690.085]]	0	0.9654921903378133	0.9654921903378133	2	423.9186160841003	4987	2188	0.2	847.8372321682006	2658	2753	1089	1129	1
[2]	[[-82.60000000000002, 434.6]]	0	0.9779768570362075	0.9779768570362075	1	423.9209594164539	4987	2215	0.2	423.9209594164539	2620	2679	1085	1110	1
[2, 0]	[[532.8199999999999, 661.3463446123955], '6']	1	1.0	1.0	1	193.25	4105	2246	0.4	193.25	4	4	2	2	1
[2, 1]	[[1205.18, 1247.834682845868], '2']	1	0.1	1.0	1	102.55212693628164	2246	2246	0.4	102.55212693628164	0	0	0	0	1
[2]	[[83.97999999999999, 446.02]]	0	0.974709784411277	0.974709784411277	1	414.84055651406317	4987	2275	0.2	414.84055651406317	2351	2412	996	1022	1
[1, 2]	['2', [20.375, 343.625]]	1	0.021257750221434897	0.021257750221434897	1	436.9467044353908	4999	2280	0.4	15582.874652631124	48	2258	21	956	1
[2]	[[-95.995, 459.995]]	1	0.024696048632218845	0.024696048632218845	1	423.9209594164539	4999	2280	0.2	13013.49131600216	65	2632	28	1116	1
[2, 4]	[[437.2636416235983, 985.717965749764], '2']	1	1.0	1.0	1	235.55559389073096	4994	2294	0.4	235.55559389073096	24	24	10	10	1
[1, 2]	['2', [261.515, 636.485]]	1	0.0527803958529689	0.0527803958529689	1	327.60409157226115	4957	2294	0.4	4705.579151558442	56	1061	25	453	1
[3, 1]	['23', '2']	0	0.946067415730337	0.946067415730337	2	456.8534408258648	4977	2295	0.4	913.7068816517296	842	890	363	384	1
[3, 1]	['23', '2']	1	0.052868391451068614	0.052868391451068614	3	456.8534408258648	4999	2298	0.4	58960.305014920574	47	889	21	384	1
[2, 4]	[[734.47, 1160.53], '2']	1	1.0	1.0	1	203.66360587667538	4994	2302	0.4	203.66360587667538	23	23	9	9	1
