Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[2, 1]	[[617.47, 134.3], '2']	1	0.1	1.0	1	82.14708479999999	2302	2302	0.4	82.14708479999999	0	0	0	0	1
[2, 1]	[[15.515000000000015, 159.192141141302], '2']	0	0.983026874115983	0.983026874115983	6	480.2569630522613	4987	2331	0.4	2881.541778313568	695	707	297	302	1
[2, 0]	[[15.515000000000015, 159.192141141302], '4']	0	0.9742489270386266	0.9742489270386266	1	479.70508121049176	4987	2331	0.4	479.70508121049176	454	466	193	198	1
[1, 3, 0]	['2', '22', '4']	1	0.054982817869415807	0.054982817869415807	1	461.92927515626525	4927	2341	0.6	6369.2002302398805	16	291	7	127	1
[2, 0, 4]	[[764.5162923604619, 960.2106467917815], '5', '2']	1	1.0	1.0	1	171.0	4939	2360	0.6	171.0	3	3	1	1	1
[2, 1, 4]	[[294.9741867359854, 330.32], '2', '2']	0	0.9655172413793104	0.9655172413793104	1	338.46940009705656	4634	2404	0.6	338.46940009705656	56	58	24	25	1
[2]	[[395.795, 874.2049999999999]]	1	0.5050505050505051	0.5050505050505051	1	265.8922810658327	4994	2425	0.2	265.8922810658327	50	99	23	44	1
[2]	[[15.515000000000015, 194.9442118616414]]	0	0.9798590130916415	0.9798590130916415	1	481.80787814464986	4987	2429	0.2	481.80787814464986	973	993	437	445	1
[4, 2, 3]	['2', [-124.30000000000001, 407.41499999999996], '23']	1	0.11949685534591195	0.11949685534591195	1	496.80415798497245	4999	2462	0.6	496.80415798497245	19	159	9	72	1
[3, 4, 2]	['23', '2', [-106.065, 424.065]]	1	0.13043478260869565	0.13043478260869565	1	496.8041543852039	4999	2462	0.6	496.8041543852039	21	161	10	73	1
[2]	[[-62.96999999999997, 686.97]]	0	0.9657396211205159	0.9657396211205159	1	423.9186160841003	4987	2466	0.2	423.9186160841003	2396	2481	1089	1129	1
[2, 1]	[[330.32, 410.67], '2']	0	0.9829268292682927	0.9829268292682927	2	316.860604100006	4925	2479	0.4	633.721208200012	403	410	184	187	1
[2]	[[930.4, 134.3]]	1	0.1	1.0	1	94.18965716619792	2506	2506	0.2	94.18965716619792	0	0	0	0	1
[1, 3, 0]	['2', '23', '4']	0	0.945054945054945	0.945054945054945	1	475.87906459125105	4677	2515	0.6	475.87906459125105	258	273	121	128	1
[2, 3]	[[764.5162923604619, 1277.53], '22']	1	1.0	1.0	1	198.80735392037155	4939	2530	0.4	198.80735392037155	36	36	17	17	1
[4, 3]	['1', '22']	1	0.11180124223602485	0.11180124223602485	2	344.6215145107925	4834	2530	0.4	9347.428629332082	18	161	9	75	1
[2]	[[-19.829999999999984, 781.8299999999999]]	1	0.03481543624161074	0.03481543624161074	1	423.9186160841003	4999	2565	0.2	9230.96397999563	83	2384	40	1129	1
[2]	[[-65.08500000000004, 827.085]]	1	0.04005006257822278	0.04005006257822278	1	416.5606848672802	4999	2565	0.2	7885.177764903292	96	2397	46	1135	1
[0, 2]	['6', [27.680000000000007, 648.3199999999999]]	0	0.9741267787839586	0.9741267787839586	1	356.15157567718046	4977	2591	0.4	356.15157567718046	753	773	361	371	1
[2]	[[-124.30000000000001, 330.065]]	0	0.97675647120972	0.97675647120972	1	437.5383907859702	4987	2607	0.2	437.5383907859702	1849	1893	893	914	1
[2, 1]	[[27.680000000000007, 648.3199999999999], '2']	0	0.9657266811279827	0.9657266811279827	1	423.9186160841003	4987	2621	0.4	423.9186160841003	2226	2305	1079	1117	1
[2, 3]	[[734.47, 1363.555], '22']	1	1.0	1.0	1	188.81546759349087	4939	2623	0.4	188.81546759349087	37	37	18	18	1
[1, 4]	['2', '2']	1	0.13404255319148936	0.13404255319148936	3	413.33045024389537	4999	2623	0.4	21039.41344245513	63	470	30	228	1
[2, 4]	[[532.8199999999999, 1008.415], '1']	1	1.0	1.0	2	245.41003358794006	4957	2653	0.4	490.8200671758801	28	28	14	14	1
[2]	[[-124.30000000000001, 564.435]]	1	0.026198934280639432	0.026198934280639432	1	423.92095941583386	4999	2678	0.2	12266.980441718679	59	2252	29	1118	1
[1, 2]	['2', [-124.30000000000001, 583.8299999999999]]	1	0.027062999112688554	0.027062999112688554	1	423.92095941583386	4999	2678	0.4	11875.321470331655	61	2254	30	1119	1
[2]	[[487.28499999999997, 1146.7150000000001]]	1	1.0	1.0	2	242.40200569763388	4994	2690	0.2	484.80401139526776	62	62	31	31	1
[2]	[[-124.30000000000001, 593.9449999999999]]	1	0.027678571428571427	0.027678571428571427	1	423.92095941583386	4999	2695	0.2	11611.213940135942	62	2240	31	1120	1
[2, 1]	[[-124.30000000000001, 593.9449999999999], '2']	1	0.027256478999106343	0.027256478999106343	2	423.92095941583386	4999	2697	0.4	47164.09840390816	61	2238	31	1120	1
[2, 1, 4]	[[237.655, 876.2049999999999], '2', '2']	1	0.16666666666666666	0.16666666666666666	1	325.73774354252635	4994	2716	0.6	325.73774354252635	35	210	18	106	1
[2, 3, 0]	[[397.795, 664.345], '23', '6']	1	1.0	1.0	1	205.8	4105	2716	0.6	205.8	5	5	3	3	1
[2]	[[-64.32, 556.3199999999999]]	0	0.9755323969188944	0.9755323969188944	1	423.92095941583386	4987	2722	0.2	423.92095941583386	2153	2207	1089	1117	1
[1, 4, 3]	['2', '2', '23']	1	0.1527777777777778	0.1527777777777778	4	496.80317882608614	4999	2738	0.6	39443.96537295422	22	144	12	75	1
[3, 1, 2]	['21', '2', [402.47, 945.53]]	1	0.7333333333333333	0.7333333333333333	2	258.670211937967	4994	2756	0.6	517.340423875934	33	45	17	23	1
[4, 3, 0]	['1', '21', '5']	1	0.10416666666666667	0.10416666666666667	1	335.8241405198939	4524	2756	0.6	335.8241405198939	5	48	3	25	1
[2, 4]	[[17.44673962653127, 1146.7150000000001], '1']	1	0.11264367816091954	0.11264367816091954	2	388.2113257838322	4957	2767	0.4	10450.998336746889	49	435	26	226	1
[2, 4]	[[227.17000000000002, 1258.040244651421], '0']	1	0.034722222222222224	0.034722222222222224	1	365.1551597712526	4464	2779	0.4	7972.716812615446	5	144	3	75	1
[2, 1]	[[413.065, 528.9409752975268], '2']	0	0.76	0.76	1	235.08680251243732	4333	2793	0.4	235.08680251243732	19	25	10	13	1
[2, 0]	[[532.8199999999999, 134.3], '6']	1	0.1	1.0	1	138.19313939073348	2842	2842	0.4	138.19313939073348	0	0	0	0	1
[4, 0]	['1', '4']	0	0.8705035971223022	0.8705035971223022	2	473.58802224149923	4710	2859	0.4	947.1760444829985	121	139	67	76	1
[3, 2]	['23', [-33.875, 935.875]]	1	0.05172413793103448	0.05172413793103448	1	456.8534408258648	4999	2876	0.4	6696.070969073594	36	696	21	384	1
[3, 0]	['23', '6']	1	0.044642857142857144	0.044642857142857144	1	459.5142111273325	4746	2876	0.4	7803.391106673455	10	224	7	128	1
[2, 4]	[[227.17000000000002, 417.4952835570132], '0']	1	0.029850746268656716	0.029850746268656716	1	365.15515977125335	4464	2923	0.4	9273.819903563126	4	134	3	75	1
[2]	[[-29.389999999999986, 565.39]]	1	0.024365987071108902	0.024365987071108902	1	423.92095941583386	4999	2923	0.2	13189.772016071696	49	2011	29	1118	1
[4, 3]	['1', '21']	1	0.12121212121212122	0.12121212121212122	2	434.0109454944776	4957	2984	0.4	10858.029845756864	16	132	9	75	1
[3, 2]	['23', [117.935, 648.065]]	1	0.07517084282460136	0.07517084282460136	1	446.9779798633865	4999	3031	0.4	4507.888003342151	33	439	21	259	1
[2, 3, 0]	[[15.515000000000015, 50.561438867316625], '21', '4']	0	1.0	1.0	1	386.5	4876	3038	0.6	386.5	4	4	2	2	1
[2, 3]	[[1014.4449999999999, 1205.18], '22']	1	1.0	1.0	1	184.3651983106048	4889	3055	0.4	184.3651983106048	18	18	10	10	1
[2]	[[617.47, 985.717965749764]]	1	1.0	1.0	3	251.50291607821768	4994	3057	0.2	754.508748234653	28	28	16	16	1
[1, 2, 3]	['2', [154.70499999999998, 969.2950000000001], '22']	1	0.021526418786692758	0.021526418786692758	1	336.2948933348483	4939	3061	0.6	11843.63177432125	11	511	7	308	1
[2, 3]	[[397.795, 664.345], '23']	1	1.0	1.0	1	235.0	4233	3081	0.4	235.0	4	4	4	4	1
[2, 1, 4, 3]	[[237.655, 876.2049999999999], '2', '2', '23']	1	0.6470588235294118	0.6470588235294118	1	372.18405200936957	4602	3081	0.8	372.18405200936957	11	17	9	12	1
[2, 4]	[[-38.52999999999997, 159.192141141302], '2']	0	0.9368421052631579	0.9368421052631579	1	491.04286009968905	4751	3106	0.4	491.04286009968905	89	95	55	58	1
[2, 4, 1]	[[764.5162923604619, 1277.53], '1', '2']	1	1.0	1.0	1	200.18456403755007	4834	3110	0.6	200.18456403755007	18	18	12	12	1
[2]	[[663.375, 986.625]]	1	1.0	1.0	1	219.51795311247358	4994	3110	0.2	219.51795311247358	17	17	11	11	1
[2, 1, 0]	[[237.655, 876.2049999999999], '2', '5']	1	0.05167958656330749	0.05167958656330749	1	324.0995849270183	4598	3130	0.6	4754.401487126763	20	387	15	241	1
[3, 2]	['23', [-124.30000000000001, 500.435]]	1	0.04455445544554455	0.04455445544554455	1	456.8534408258648	4999	3146	0.4	7773.599630763599	27	606	20	383	1
[2, 4]	[[734.47, 983.611810668476], '1']	1	1.0	1.0	1	209.34016	4645	3202	0.4	209.34016	9	9	7	7	1
[2]	[[1014.4449999999999, 1271.065]]	1	1.0	1.0	1	184.6263323222016	4889	3273	0.2	184.6263323222016	17	17	10	10	1
[2]	[[-80.48499999999999, 294.485]]	0	0.9782797567332754	0.9782797567332754	1	455.99254934556916	4987	3279	0.2	455.99254934556916	1126	1151	762	780	1
[2, 1, 4]	[[1014.4449999999999, 1277.53], '2', '2']	1	1.0	1.0	2	175.19133440000002	4889	3291	0.6	350.38266880000003	11	11	6	6	1
[2]	[[568.7950000000001, 1047.205]]	1	1.0	1.0	3	247.092738163448	4994	3300	0.2	741.278214490344	39	39	26	26	1
[2]	[[-118.96999999999997, 630.97]]	1	0.030376670716889428	0.030376670716889428	1	423.9186160841003	4999	3312	0.2	10579.830847475192	50	1646	36	1125	1
[2, 1, 4]	[[227.17000000000002, 1028.83], '2', '0']	1	0.02830188679245283	0.02830188679245283	1	365.15515977189943	4464	3312	0.6	9781.34238586498	3	106	3	75	1
[1, 0]	['2', '5']	0	0.9496402877697842	0.9496402877697842	2	369.80766214752157	4936	3313	0.4	739.6153242950431	528	556	363	384	1
[2, 3]	[[532.8199999999999, 1008.415], '21']	1	1.0	1.0	1	256.08278207703444	4994	3329	0.4	256.08278207703444	23	23	16	16	1
[1, 3, 0]	['2', '21', '5']	1	0.04395604395604396	0.04395604395604396	1	320.88513602481373	4598	3372	0.6	5534.360055735632	8	182	7	129	1
[2]	[[424.635, 1213.365]]	1	0.8524590163934426	0.8524590163934426	1	240.68987560186477	4994	3398	0.2	240.68987560186477	52	61	37	43	1
[2, 3]	[[437.2636416235983, 986.625], '21']	1	0.92	0.92	1	255.64690840666134	4994	3398	0.4	255.64690840666134	23	25	17	18	1
[2]	[[-124.30000000000001, 464.365]]	0	0.9752925877763329	0.9752925877763329	1	423.9209594164539	4987	3409	0.2	423.9209594164539	1500	1538	1088	1116	1
[2, 4, 3]	[[17.44673962653127, 1146.7150000000001], '1', '23']	1	0.11764705882352941	0.11764705882352941	1	488.14715410123296	4746	3432	0.6	488.14715410123296	12	102	9	77	1
[4, 2]	['2', [132.21500000000003, 765.785]]	1	0.088	0.088	1	418.09081117192306	4869	3446	0.4	418.09081117192306	22	250	17	178	1
[2, 0]	[[132.21500000000003, 765.785], '4']	1	0.06333333333333334	0.06333333333333334	1	488.020696554476	4982	3450	0.4	5841.741067161336	19	300	11	219	1
[2]	[[785.285, 134.3]]	1	0.1	1.0	1	142.7538964005641	3454	3454	0.2	142.7538964005641	0	0	0	0	1
[2, 1]	[[484.83731333598905, 1008.415], '2']	1	1.0	1.0	2	250.90889372930002	4994	3493	0.4	501.81778745860004	31	31	24	24	1
[4, 1]	['0', '2']	0	0.976271186440678	0.976271186440678	12	467.38589650256483	4987	3508	0.4	5608.630758030778	288	295	225	231	1
[2, 4, 0]	[[734.47, 134.3], '2', '5']	1	0.1	1.0	1	119.26442752	3512	3512	0.6	119.26442752	0	0	0	0	1
[2, 1, 4]	[[330.32, 413.065], '2', '2']	0	0.9130434782608695	0.9130434782608695	1	327.84949194798367	4596	3537	0.6	327.84949194798367	42	46	33	36	1
[2]	[[-124.30000000000001, 533.62]]	0	0.9748020158387329	0.9748020158387329	1	423.92095941583386	4987	3565	0.2	423.92095941583386	1354	1389	1089	1117	1
[2]	[[-124.30000000000001, 672.48]]	1	0.03492516037063435	0.03492516037063435	1	423.9186160841003	4999	3566	0.2	9201.96312582618	49	1403	39	1128	1
[2, 3]	[[1068.8919518839996, 1205.18], '21']	1	0.1	1.0	1	173.347072	3577	3577	0.4	173.347072	0	0	0	0	1
[2]	[[473.375, 796.625]]	1	1.0	1.0	2	262.22013136896	4957	3577	0.2	524.44026273792	15	15	12	12	1
[2, 1, 4]	[[887.5115524504263, 985.717965749764], '2', '1']	1	1.0	1.0	1	210.5	4645	3586	0.6	210.5	2	2	2	2	1
[2, 1, 4]	[[237.655, 664.345], '2', '1']	1	0.09401709401709402	0.09401709401709402	1	325.73856844352144	4957	3594	0.6	325.73856844352144	11	117	10	93	1
[2]	[[6.050000000000011, 239.95]]	0	0.9825033647375505	0.9825033647375505	124	482.90550267807055	4987	3622	0.2	5822165.45012991	730	743	607	617	1
[2]	[[-124.30000000000001, 644.76]]	0	0.9677914110429447	0.9677914110429447	11	423.9186160841003	4987	3665	0.2	4663.104776925103	1262	1304	1089	1127	1
[2, 1]	[[764.5162923604619, 771.0986446986899], '2']	1	0.1	1.0	1	140.74764680550453	3682	3682	0.4	140.74764680550453	0	0	0	0	1
[2]	[[-124.30000000000001, 720.875]]	0	0.9652448657187994	0.9652448657187994	1	423.9186160841003	4987	3706	0.2	423.9186160841003	1222	1266	1089	1129	1
[2, 1, 3]	[[227.17000000000002, 876.2049999999999], '2', '21']	1	0.07357859531772576	0.07357859531772576	2	322.10754517306844	4994	3717	0.6	13275.344676020552	22	299	20	270	1
[2, 1]	[[15.515000000000015, 50.561438867316625], '2']	0	1.0	1.0	4	453.9158804285356	4876	3724	0.4	1815.6635217141425	23	23	22	22	1
[2, 3]	[[734.47, 1160.53], '22']	1	1.0	1.0	1	203.54135096934402	4939	3737	0.4	203.54135096934402	16	16	15	15	1
[2, 4]	[[1014.4449999999999, 1363.555], '2']	1	1.0	1.0	1	167.6592	4927	3737	0.4	167.6592	8	8	7	7	1
[4]	['3']	0	1.0	1.0	14	396.8451206030753	4839	3740	0.2	58967.609893676265	248	248	234	234	1
[2, 0]	[[1273.637515755533, 1363.555], '4']	1	1.0	1.0	1	131.0	4927	3775	0.4	131.0	1	1	1	1	1
[2]	[[589.285, 1248.7150000000001]]	1	1.0	1.0	3	236.74925534140635	4994	3787	0.2	710.2477660242191	33	33	31	31	1
[2, 4]	[[437.2636416235983, 1008.415], '2']	1	1.0	1.0	3	237.1882752	4994	3842	0.4	711.5648256	11	11	11	11	1
[2]	[[10.354999999999961, 695.645]]	0	0.9644760213143873	0.9644760213143873	1	423.9186160841003	4987	3848	0.2	423.9186160841003	1086	1126	1086	1126	0
[2, 4]	[[237.655, 1028.83], '1']	1	0.1782178217821782	0.1782178217821782	1	325.7240790006059	4957	3849	0.4	325.7240790006059	18	101	18	101	0
[2, 4, 3]	[[227.17000000000002, 664.345], '1', '23']	1	0.8	0.8	1	340.8	4746	3849	0.6	340.8	4	5	4	5	0
[2, 0]	[[397.795, 876.2049999999999], '6']	1	0.3333333333333333	0.3333333333333333	1	249.06042408007795	4994	3868	0.4	249.06042408007795	8	24	8	24	0
[2, 4]	[[397.795, 664.345], '2']	1	0.8	0.8	1	251.400896	4729	3868	0.4	251.400896	8	10	8	10	0
[3, 2, 1, 4, 0]	['23', [237.655, 664.345], '2', '2', '6']	1	0.5	0.5	2	318.5	4183	3890	1.0	637.0	2	4	2	4	0
[2]	[[202.055, 1145.945]]	1	0.07378335949764521	0.07378335949764521	1	324.83755845058073	4994	3908	0.2	3337.6763457873367	47	637	47	637	0
[2]	[[447.72499999999997, 900.2750000000001]]	1	0.9166666666666666	0.9166666666666666	1	257.3384048373781	4994	3908	0.2	257.3384048373781	22	24	22	24	0
[2, 1]	[[764.5162923604619, 1205.18], '2']	1	1.0	1.0	1	210.01986906835913	4994	3919	0.4	210.01986906835913	21	21	21	21	0
[2, 4, 1]	[[532.8199999999999, 931.5286407206817], '1', '2']	1	1.0	1.0	1	248.9432064	4957	3919	0.6	248.9432064	11	11	11	11	0
[2]	[[-124.30000000000001, 604.5500000000001]]	0	0.9723018147086915	0.9723018147086915	1	423.92095941583386	4987	3923	0.2	423.92095941583386	1018	1047	1018	1047	0
[2, 3, 4]	[[227.17000000000002, 876.2049999999999], '21', '0']	1	0.021739130434782608	0.021739130434782608	1	369.2142447244715	4075	3931	0.6	12875.754541303553	1	46	1	46	0
[2]	[[-71.13500000000002, 433.135]]	0	0.9793103448275862	0.9793103448275862	5	423.9209594164539	4987	3944	0.2	2119.6047970822697	994	1015	994	1015	0
[1, 2]	['2', [111.86499999999998, 616.135]]	0	0.9667049368541906	0.9667049368541906	1	414.7288935076689	4987	3966	0.4	414.7288935076689	842	871	842	871	0
[1, 2]	['2', [536.005, 1091.995]]	1	1.0	1.0	1	243.83554608643811	4994	3975	0.4	243.83554608643811	26	26	26	26	0
[2]	[[-124.30000000000001, 563.435]]	0	0.9758064516129032	0.9758064516129032	1	423.92095941583386	4987	3976	0.2	423.92095941583386	968	992	968	992	0
[3, 2]	['23', [218.26000000000002, 683.74]]	1	0.11594202898550725	0.11594202898550725	1	362.85863598949095	4746	4028	0.4	362.85863598949095	8	69	8	69	0
[2]	[[397.795, 664.345]]	1	0.3870967741935484	0.3870967741935484	1	271.8570338579692	4957	4028	0.2	271.8570338579692	12	31	12	31	0
[2]	[[-124.30000000000001, 524.11]]	0	0.9771986970684039	0.9771986970684039	2	423.92095941583386	4987	4047	0.2	847.8419188316677	900	921	900	921	0
[2, 4, 1]	[[227.17000000000002, 876.2049999999999], '0', '2']	1	0.01694915254237288	0.01694915254237288	2	365.1551427125761	4464	4075	0.6	65331.9819402007	1	59	1	59	0
[3, 4, 1]	['23', '0', '2']	0	1.0	1.0	1	468.4505610833372	4936	4079	0.6	468.4505610833372	59	59	59	59	0
[2, 3]	[[447.72499999999997, 664.345], '23']	1	0.1	1.0	1	211.4	4105	4105	0.4	211.4	0	0	0	0	0
[2, 3]	[[397.795, 900.2750000000001], '23']	1	1.0	1.0	1	246.0	4233	4105	0.4	246.0	1	1	1	1	0
[2, 0, 3]	[[473.375, 805.1188466655724], '4', '21']	1	1.0	1.0	1	282.5	4957	4136	0.6	282.5	4	4	4	4	0
[2, 1]	[[484.83731333598905, 796.625], '2']	1	1.0	1.0	1	263.1808	4957	4136	0.4	263.1808	8	8	8	8	0
[2, 1]	[[330.32, 524.11], '2']	0	0.9691358024691358	0.9691358024691358	1	316.21140897562276	4925	4154	0.4	316.21140897562276	157	162	157	162	0
[2]	[[-124.30000000000001, 481.32]]	0	0.976456009913259	0.976456009913259	1	423.92095941583386	4987	4164	0.2	423.92095941583386	788	807	788	807	0
[2, 4]	[[15.515000000000015, 50.561438867316625], '1']	0	1.0	1.0	1	451.2	4249	4181	0.4	451.2	5	5	5	5	0
[2]	[[-121.20499999999998, 357.205]]	1	0.018651362984218076	0.018651362984218076	1	436.9466991615499	4999	4188	0.2	17760.463585404763	13	697	13	697	0
[2]	[[-124.30000000000001, 415.39]]	1	0.019404915912031046	0.019404915912031046	1	423.9209594164539	4999	4188	0.2	16561.876169516934	15	773	15	773	0
[2]	[[356.985, 1275.0149999999999]]	1	0.25663716814159293	0.25663716814159293	1	298.25477576181845	4994	4209	0.2	298.25477576181845	29	113	29	113	0
[2, 3]	[[-121.20499999999998, 1145.945], '22']	1	0.046875	0.046875	1	367.58377771062214	4939	4213	0.4	5944.9946061773035	12	256	12	256	0
[2, 1]	[[397.795, 664.345], '2']	1	0.3333333333333333	0.3333333333333333	1	271.85065157966767	4957	4233	0.4	271.85065157966767	9	27	9	27	0
[3, 2]	['23', [105.28499999999997, 764.715]]	1	0.05084745762711865	0.05084745762711865	1	453.03927835409667	4999	4233	0.4	6754.652678073874	9	177	9	177	0
[2, 1]	[[150.375, 410.67], '2']	0	0.981549815498155	0.981549815498155	4	349.98812452042284	4987	4234	0.4	1399.9524980816914	532	542	532	542	0
[2, 4]	[[6.050000000000011, 50.561438867316625], '1']	0	1.0	1.0	1	459.25	4249	4249	0.4	459.25	4	4	4	4	0
[2, 0]	[[15.515000000000015, 239.95], '6']	0	1.0	1.0	1	497.7538772143877	4905	4249	0.4	497.7538772143877	66	66	66	66	0
[2]	[[-44.75999999999999, 782.76]]	0	0.9713055954088953	0.9713055954088953	1	423.9186160841003	4987	4286	0.2	423.9186160841003	677	697	677	697	0
[3, 2]	['23', [-124.30000000000001, 571.5500000000001]]	1	0.03139013452914798	0.03139013452914798	1	456.8534408258648	4999	4298	0.4	11033.67359189713	7	223	7	223	0
[2]	[[-124.30000000000001, 443.32]]	0	0.9846625766871165	0.9846625766871165	7	423.9209594164539	4987	4320	0.2	2967.4467159151773	642	652	642	652	0
[2, 3]	[[-124.30000000000001, 239.95], '22']	0	1.0	1.0	4	474.19258114212596	4955	4320	0.4	1896.7703245685038	100	100	100	100	0
[2]	[[-124.30000000000001, 432.50500000000005]]	0	0.9840255591054313	0.9840255591054313	3	423.9209594164539	4987	4344	0.2	1271.7628782493616	616	626	616	626	0
[0, 1]	['6', '2']	0	0.9521531100478469	0.9521531100478469	2	333.3207197594841	4977	4344	0.4	666.6414395189682	199	209	199	209	0
[2]	[[637.4949999999999, 1374.505]]	1	1.0	1.0	1	205.679278383104	4994	4354	0.2	205.679278383104	16	16	16	16	0
[2]	[[143.26000000000002, 608.74]]	0	0.9769392033542977	0.9769392033542977	2	374.6616283630427	4987	4363	0.2	749.3232567260854	466	477	466	477	0
[2]	[[933.98, 1248.7150000000001]]	1	1.0	1.0	1	190.89119999999997	4889	4425	0.2	190.89119999999997	8	8	8	8	0
[2]	[[764.5162923604619, 1363.555]]	1	1.0	1.0	1	202.979924992	4994	4443	0.2	202.979924992	13	13	13	13	0
[2, 3, 1]	[[568.7950000000001, 134.3], '21', '2']	1	0.1	1.0	1	219.0044975104	4452	4452	0.6	219.0044975104	0	0	0	0	0
[2, 1, 3]	[[-124.30000000000001, -124.30000000000001], '2', '23']	0	0.1	1.0	1	453.5808577362626	4475	4475	0.6	453.5808577362626	0	0	0	0	0
[2, 0]	[[473.375, 796.625], '5']	1	1.0	1.0	1	235.0	4524	4481	0.4	235.0	1	1	1	1	0
[1, 0, 3]	['2', '6', '23']	0	0.9782608695652174	0.9782608695652174	1	459.5112217941551	4977	4510	0.6	459.5112217941551	45	46	45	46	0
[2]	[[15.515000000000015, 239.95]]	0	0.9760956175298805	0.9760956175298805	12	482.9055026782245	4987	4510	0.2	5794.866032138694	245	251	245	251	0
[2]	[[316.61, 911.39]]	1	0.07936507936507936	0.07936507936507936	1	302.41997110174873	4994	4524	0.2	302.41997110174873	10	126	10	126	0
[2]	[[90.58500000000001, 491.41499999999996]]	0	0.9753086419753086	0.9753086419753086	1	414.84051950840086	4987	4533	0.2	414.84051950840086	395	405	395	405	0
[2]	[[-124.30000000000001, 445.39]]	0	0.9793577981651376	0.9793577981651376	1	423.9209594164539	4987	4544	0.2	423.9209594164539	427	436	427	436	0
[2, 4]	[[-28.13212836889501, 491.41499999999996], '0']	0	0.9885057471264368	0.9885057471264368	1	467.38589682545046	4987	4544	0.4	467.38589682545046	86	87	86	87	0
[2, 3, 4]	[[1014.4449999999999, 1248.7150000000001], '22', '2']	1	1.0	1.0	1	186.5	4889	4566	0.6	186.5	4	4	4	4	0
[2, 3]	[[589.285, 913.8171719502992], '22']	1	1.0	1.0	1	236.0	4645	4566	0.4	236.0	1	1	1	1	0
[4, 0]	['1', '4']	1	0.13793103448275862	0.13793103448275862	1	473.5558679206703	4957	4584	0.4	473.5558679206703	4	29	4	29	0
[2, 1]	[[150.375, 443.32], '2']	0	0.9755244755244755	0.9755244755244755	1	349.9880040751593	4987	4596	0.4	349.9880040751593	279	286	279	286	0
[2, 0]	[[437.2636416235983, 985.717965749764], '5']	1	0.5	0.5	1	232.0	4939	4598	0.4	232.0	1	2	1	2	0
[3, 2]	['23', [-54.50500000000005, 682.5050000000001]]	1	0.04132231404958678	0.04132231404958678	1	456.8534408258744	4999	4602	0.4	8381.633661288846	5	121	5	121	0
[2, 4]	[[1014.4449999999999, 1160.53], '2']	1	1.0	1.0	1	203.0	4889	4606	0.4	203.0	2	2	2	2	0
[2, 3, 4]	[[150.375, 410.67], '23', '2']	0	0.9375	0.9375	1	505.794507976704	4613	4613	0.6	505.794507976704	15	16	15	16	0
[0, 3]	['6', '23']	0	0.9722222222222222	0.9722222222222222	1	459.5162036044869	4977	4613	0.4	459.5162036044869	35	36	35	36	0
[2, 3]	[[150.375, 410.67], '21']	0	0.9831932773109243	0.9831932773109243	4	398.21861440798796	4987	4634	0.4	1592.8744576319518	117	119	117	119	0
[2]	[[-83.29500000000002, 731.2950000000001]]	0	0.9691011235955056	0.9691011235955056	2	423.9186160841003	4987	4634	0.2	847.8372321682006	345	356	345	356	0
[2]	[[707.98, 1070.02]]	1	1.0	1.0	1	214.2	4994	4645	0.2	214.2	5	5	5	5	0
[2]	[[112.19, 551.81]]	0	0.9746376811594203	0.9746376811594203	3	414.7288935076689	4987	4663	0.2	1244.1866805230065	269	276	269	276	0
[2]	[[-96.625, 226.625]]	0	0.9691358024691358	0.9691358024691358	1	482.636718163347	4987	4677	0.2	482.636718163347	157	162	157	162	0
[4, 3, 2]	['1', '23', [-124.30000000000001, 685.41]]	1	0.10526315789473684	0.10526315789473684	1	487.8588371240878	4746	4718	0.6	487.8588371240878	2	19	2	19	0
[2, 1]	[[273.0338058342583, 644.76], '2']	0	0.9473684210526315	0.9473684210526315	1	321.6940033245857	4977	4727	0.4	321.6940033245857	90	95	90	95	0
[2, 3, 4]	[[-83.29500000000002, 410.67], '22', '0']	0	1.0	1.0	1	444.83822077952	4741	4741	0.6	444.83822077952	15	15	15	15	0
[2, 4]	[[237.655, 664.345], '1']	1	0.041666666666666664	0.041666666666666664	1	325.99268747634113	4957	4746	0.4	5931.376728229862	1	24	1	24	0
[3, 4, 2]	['23', '2', [-124.30000000000001, 514.575]]	1	0.06666666666666667	0.06666666666666667	1	496.16366538752	4999	4766	0.6	496.16366538752	1	15	1	15	0
[3, 4, 2]	['23', '2', [-124.30000000000001, 579.225]]	1	0.06666666666666667	0.06666666666666667	1	496.16366538752	4999	4766	0.6	496.16366538752	1	15	1	15	0
[2, 4]	[[150.375, 410.67], '2']	0	0.9743589743589743	0.9743589743589743	1	408.61588029824685	4955	4772	0.4	408.61588029824685	38	39	38	39	0
[2]	[[-124.30000000000001, 489.04]]	0	0.9855769230769231	0.9855769230769231	3	423.92095941583386	4987	4784	0.2	1271.7628782475017	205	208	205	208	0
[2]	[[-124.30000000000001, 410.67]]	0	0.9840425531914894	0.9840425531914894	3	423.92096101550646	4987	4801	0.2	1271.7628830465194	185	188	185	188	0
[2, 3]	[[15.515000000000015, 491.41499999999996], '21']	0	0.9622641509433962	0.9622641509433962	1	399.6607893092672	4987	4846	0.4	399.6607893092672	51	53	51	53	0
[4, 0]	['0', '5']	0	1.0	1.0	1	473.648	4936	4846	0.4	473.648	8	8	8	8	0
