InstanceID	LaneNumber	LaneDirection	Volume	Hour	DayNumber	Class
297	34.442326452434195	113.79585583917728	1974.7266967948915	65.7922761228193	24.0	0
40	30.19622340225033	130.51885555790767	1823.2447457038447	56.949380570491336	17.0	0
1147	30.199233963192004	115.37429609806394	1968.7419022326255	59.883780908356044	17.0	0
352	35.05902687100819	137.91051565034542	1986.9145375746727	64.80254633531543	60.53086986136278	0
391	32.08450128882825	129.11770466158364	1895.7792829365312	51.33185626743091	21.0	0
419	69.82297489392218	139.64775289267882	1973.1096107041858	76.24607847379195	38.7825135742222	0
1125	47.069259269773106	143.83145272372323	1977.3025278548737	95.87912040067015	66.35226707136978	0
826	32.088203867953744	128.3761031382918	1981.925584769447	56.52049029672387	39.80235754889217	0
736	31.116824893518306	134.5685221762145	1818.2616443476695	68.43896080803786	22.0	0
729	29.466446144866445	116.94335682871453	1976.8532179153842	65.8058857144891	17.0	0
835	32.09450635066534	128.25179159082847	1983.6004721141671	59.64895048411041	17.0	0
541	30.21587452540545	154.62506429453896	1939.620735659795	69.7815536601939	66.24265885318599	0
535	36.95843528793309	151.91301083398494	1941.1000032401653	86.74783392796657	77.548153106975	0
565	35.12865137962984	149.5064348040584	1728.0804947672907	71.12133318766006	22.0	0
476	54.073786251355195	158.74762329656934	1841.3700836864432	70.96051657899638	22.0	0
1022	45.07328054074065	129.86842753151558	1826.182296693969	57.97341127539228	20.0	0
816	55.581738367768416	136.65016103559142	1733.2707631583455	92.7579349019586	78.28246938485653	0
87	49.44817527063273	121.7166337049092	1759.8768201867695	82.20079616033938	17.0	0
530	56.77749768663959	153.14576467180504	1947.9671994418954	69.46169783041924	61.29803179623322	0
718	35.13251797947071	148.81194321038484	1802.78748371255	72.14920831383466	41.85827144801191	0
90	40.09734426974464	120.94844462275773	1991.4076718253207	84.02981931509143	26.0	0
332	48.06635649503372	145.6687211203784	1808.461608612733	61.602080347767284	16.0	0
501	39.72175548698863	117.12752005447484	2020.1931675420674	86.80035285364671	46.84016027743696	0
1098	40.98691867074652	137.7933577599124	1990.328748691234	100.07454188414663	16.0	0
468	34.38755957297255	128.896059481887	1966.6172714622733	64.81450896936767	16.0	0
1065	36.36976098321867	123.93287496122775	2013.2078384284468	66.81851783684371	25.0	0
865	32.13629637746769	143.75275998829937	1836.5287648178337	77.15681472558953	49.5735202126544	0
855	47.157853940921775	141.12642623168318	1950.348357550955	98.9409603530285	68.51510751457296	0
756	47.719127542585326	139.44583486395194	2027.8642069599682	82.07952648629654	67.3544354335361	0
869	45.08147498229615	141.94603016225182	1846.7430557023713	62.23579355299051	45.19107652770513	0
241	33.1112082760308	126.50487783374136	1968.0946718044204	55.19820083141571	21.0	0
709	36.14232536189839	158.91843142982626	1799.1953134411226	75.00404819402468	66.24222041962926	0
1141	33.11668047527203	130.75650511146108	1982.0398154756053	55.87160650582091	38.908241276731935	0
1122	61.219871725866696	146.40284114250014	1759.359916851445	99.28326148580588	83.41796185385577	0
584	50.084137243094574	136.5835265078754	2048.253816017289	72.40120257718569	60.427980281097966	0
1021	35.23511051167963	143.10481766873028	1719.4231479420228	45.13059777281119	19.0	0
10	32.15037237437363	137.8557375710836	1827.374384186256	70.52381664883107	22.0	0
495	21.505996076642642	203.59745489210434	1049.5486679815497	62.366581954890265	125.24860387900792	1
858	41.49850438270221	138.2790215919874	1742.032944405027	67.85646707983628	73.72530512153516	0
243	64.86607628864488	172.1250573886588	1792.4336868797732	101.28666881896821	84.33373592619483	0
514	31.239511659850315	135.94734878711574	1815.857523269303	58.98669262046069	16.0	0
362	46.086766685215	159.86881662283196	1967.5461063303042	71.79915748381092	67.36492836960755	0
542	49.07701862708461	171.88672897847215	1830.9682551531994	62.059013148231664	65.6985928239497	0
848	66.78372505414995	167.56818773280173	1860.6035068519034	72.96471135844304	65.52830360210693	0
833	49.08227272042734	148.98562275382156	1802.278843271787	53.07552611316785	16.0	0
1105	33.126314975661415	126.5981771428626	1965.8755140023022	54.269598464125764	17.0	0
147	45.11156538980185	133.95258205566228	1732.2737358118786	63.84991963890811	67.38648143990628	0
