Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[2]	[[184.75761467400457, 243.8009103056325]]	0	0.9908750798430513	0.9908750798430513	2	325.4174523127793	99994	42652	0.2	645.0436307819482	10859	10959	218	220	1
[2]	[[635.98, 998.02]]	1	1.0	1.0	1	215.24054621328392	99878	43010	0.2	215.24054621328392	643	643	13	13	1
[2]	[[343.6760715843162, 353.32]]	0	1.0	1.0	2	323.2109829485843	99801	43685	0.2	646.4219658971685	1369	1369	28	28	1
[2]	[[50.561438867316625, 83.56925969117307]]	0	1.0	1.0	2	320.80174790272685	99972	43937	0.2	643.5043697568171	3063	3063	63	63	1
[2]	[[1143.4399444856626, 1319.6838276481042]]	1	1.0	1.0	1	126.21946921339745	99391	44735	0.2	126.21946921339745	192	192	4	4	1
[2]	[[-124.30000000000001, 405.11]]	0	0.9781045502967585	0.9781045502967585	1	305.7056190790048	99994	44898	0.2	311.282284787002	51417	52568	1075	1099	1
[2]	[[-120.16130872129034, 81.30397240450148]]	0	1.0	1.0	2	316.3139136196502	99972	45071	0.2	632.2847840491255	4290	4290	90	90	1
[2]	[[-124.30000000000001, 83.05504200457567]]	0	1.0	1.0	6	316.3139135217484	99972	45606	0.2	1896.8543514131131	4294	4294	91	91	1
[2]	[[586.26, 1051.74]]	1	1.0	1.0	1	209.96428219442322	99970	47174	0.2	209.96428219442322	1098	1098	24	24	1
[2]	[[330.32, 367.17570143156297]]	0	1.0	1.0	5	311.11336811401327	99981	47433	0.2	1555.5668405700662	5832	5832	128	128	1
[2, 3]	[[397.795, 575.6855418294313], '23']	1	1.0	1.0	12	340.52549730503927	99849	47644	0.4	4086.305967660471	183	183	4	4	1
[2]	[[625.635, 1302.76]]	1	1.0	1.0	1	202.13617727840546	99970	48441	0.2	202.13617727840546	1250	1250	28	28	1
[2]	[[4.795000000000016, 83.05504200457567]]	0	1.0	1.0	3	316.3139135217484	99972	49327	0.2	948.4271757065566	4003	4003	91	91	1
[2]	[[544.425, 134.3]]	1	0.1	1.0	1	208.73485353742245	49353	49353	0.2	208.73485353742245	0	0	0	0	1
[3, 2, 4]	['23', [157.85600059146765, 485.41499999999996], '1']	1	0.27423167848699764	0.27423167848699764	3	327.62947759719617	99827	49704	0.6	982.8884327915885	348	1269	8	29	1
[2]	[[50.561438867316625, 114.56616887120938]]	0	0.9924721984602224	0.9924721984602224	2	312.70753479575023	99972	49718	0.2	628.0860462367195	5801	5845	133	134	1
[2, 0]	[[1203.46, 1238.7487856774965], '4']	1	0.1	1.0	1	213.35205313723128	50243	50243	0.4	213.35205313723128	0	0	0	0	1
[2]	[[462.96, 1187.04]]	1	0.9697396199859254	0.9697396199859254	2	216.27224771702825	99970	50342	0.2	432.5444954340565	1378	1421	32	33	1
[2]	[[-120.16130872129034, 95.99752189604439]]	0	1.0	1.0	2	313.6666082565836	99972	50401	0.2	631.0831508018235	4913	4913	114	114	1
[2]	[[330.32, 360.4219217473817]]	0	1.0	1.0	3	319.69331059724584	99981	50513	0.2	959.0799317917375	4340	4340	101	101	1
[2]	[[533.7476795004693, 1401.505]]	1	1.0	1.0	1	214.7064735436034	99970	51007	0.2	214.7064735436034	1485	1485	35	35	1
[2, 3]	[[1036.4190384359194, 1102.345], '21']	1	0.1	1.0	1	215.04733734615243	51782	51782	0.4	215.04733734615243	0	0	0	0	1
[2]	[[826.05, 1213.95]]	1	1.0	1.0	1	193.2963856780174	99970	51798	0.2	193.2963856780174	669	669	16	16	1
[2]	[[757.375, 1080.625]]	1	1.0	1.0	1	201.76114752564308	99970	52171	0.2	201.76114752564308	706	706	17	17	1
[2, 3, 4]	[[244.12, 516.2225834823769], '23', '2']	1	0.8009592326139089	0.8009592326139089	9	352.3597553973675	99898	52252	0.6	3171.237798576308	334	417	8	10	1
[2]	[[594.655, 1021.345]]	1	1.0	1.0	2	213.59876400735942	99970	52836	0.2	427.19752801471884	899	899	22	22	1
[2]	[[10.284999999999968, 76.28908538118556]]	0	1.0	1.0	1	316.29835815428174	99972	53432	0.2	316.12294769285216	3193	3193	79	79	1
[2]	[[875.4386318550052, 1213.95]]	1	1.0	1.0	1	190.12865182301624	99970	53745	0.2	190.12865182301624	601	601	15	15	1
[2]	[[651.565, 1319.6838276481042]]	1	1.0	1.0	1	201.3610889305491	99970	54142	0.2	201.3610889305491	994	994	25	25	1
[2]	[[1067.6272753985709, 1274.575]]	1	1.0	1.0	1	160.12386408343596	99274	54201	0.2	160.12386408343596	196	196	5	5	1
[2]	[[-18.04000000000002, 706.04]]	0	0.9645208077652572	0.9645208077652572	1	305.7054525195106	99994	54273	0.2	311.28177648776426	43225	44815	1089	1129	1
[2, 3]	[[342.64018786497013, 516.2225834823769], '23']	1	0.5577464788732395	0.5577464788732395	1	332.5112113157069	99849	54657	0.4	332.5112113157069	198	355	5	9	1
[2, 3, 4, 1]	[[244.12, 516.2225834823769], '23', '2', '2']	1	0.8	0.8	4	352.3597553973675	99898	54657	0.8	1409.43902158947	316	395	8	10	1
[2]	[[484.75, 1158.2737854516502]]	1	1.0	1.0	1	215.9675820402519	99970	55238	0.2	215.9675820402519	1241	1241	32	32	1
[2, 3, 4, 0]	[[244.12, 516.2225834823769], '23', '2', '5']	1	1.0	1.0	1	354.691722776218	99898	55809	0.8	354.691722776218	155	155	4	4	1
[3, 2, 4, 1]	['23', [74.03000000000003, 485.41499999999996], '2', '2']	1	0.18309242225142355	0.18309242225142355	1	323.46513408031177	99914	56138	0.8	323.46513408031177	418	2283	11	60	1
[2]	[[-124.30000000000001, 335.20020816508827]]	0	0.9776307675057465	0.9776307675057465	1	310.1382363173384	99994	56184	0.2	310.2476472591269	34876	35674	917	938	1
[2]	[[545.47, 1229.7150000000001]]	1	1.0	1.0	1	215.53802318397288	99970	56364	0.2	215.53802318397288	1285	1285	34	34	1
[2]	[[531.4949999999999, 975.7920998848965]]	1	1.0	1.0	1	236.35267065094274	99878	56650	0.2	236.35267065094274	826	826	22	22	1
[2]	[[480.82, 1153.18]]	1	1.0	1.0	2	215.9675820402519	99970	56834	0.2	431.9351640805038	1196	1196	32	32	1
[2]	[[544.425, 609.2639166781673]]	1	1.0	1.0	2	290.53878722175915	99752	57128	0.2	581.0775744435183	148	148	4	4	1
[2]	[[780.005, 1335.995]]	1	1.0	1.0	1	198.18205662943842	99970	57155	0.2	198.18205662943842	856	856	23	23	1
[2]	[[-32.52999999999997, 510.53]]	0	0.9749571762889334	0.9749571762889334	1	305.7054525195106	99994	57252	0.2	311.28177648776426	40411	41449	1089	1117	1
[2]	[[531.4949999999999, 1033.6092743271506]]	1	1.0	1.0	1	221.18200395300923	99970	57435	0.2	221.18200395300923	997	997	27	27	1
[2]	[[233.7577843422031, 244.6250544901826]]	0	1.0	1.0	1	337.0844586525662	99954	57602	0.2	337.0844586525662	1472	1472	40	40	1
[2]	[[-72.72902207176594, 360.4219217473817]]	0	0.9792267277381113	0.9792267277381113	1	310.9665659935491	99994	57874	0.2	312.2699365076884	36344	37115	994	1015	1
[2]	[[184.75761467400457, 244.6250544901826]]	0	0.9910877792699304	0.9910877792699304	4	325.4378057817513	99994	58215	0.2	1290.1890289087564	8118	8191	224	226	1
[2]	[[189.01747352862049, 243.415]]	0	0.9897581792318635	0.9897581792318635	1	325.7417972695089	99994	58466	0.2	322.9272465868861	6958	7030	193	195	1
[2]	[[-124.30000000000001, 330.32]]	0	0.9769760917296901	0.9769760917296901	1	310.13773527216716	99994	58670	0.2	310.24642400431446	32037	32792	893	914	1
[2]	[[-68.45064182760225, 183.07833792674168]]	0	0.9804125138427464	0.9804125138427464	1	306.5753782056828	99972	59319	0.2	304.4615284463794	14165	14448	401	409	1
[2]	[[883.4449999999999, 1232.555]]	1	1.0	1.0	1	190.12865182301624	99970	59459	0.2	190.12865182301624	527	527	15	15	1
[2]	[[48.61996738340146, 158.62622751160632]]	0	0.9856865351191084	0.9856865351191084	1	306.01588657308645	99972	59638	0.2	303.58732277044754	9641	9781	275	279	1
[2]	[[651.565, 1205.02]]	1	1.0	1.0	1	203.1643803756096	99970	59721	0.2	203.1643803756096	839	839	24	24	1
[3, 4, 2]	['23', '2', [145.91, 482.09000000000003]]	1	0.21418826739427013	0.21418826739427013	1	332.26405622493667	99898	59898	0.6	332.26405622493667	314	1466	9	42	1
[2]	[[475.24, 1153.18]]	1	1.0	1.0	2	215.9675820402519	99970	60235	0.2	431.9351640805038	1102	1102	32	32	1
[2]	[[48.61996738340146, 75.0750426109834]]	0	1.0	1.0	1	320.266004761448	99972	60256	0.2	321.08250595181005	1827	1827	53	53	1
[2]	[[-120.16130872129034, 50.561438867316625]]	0	1.0	1.0	2	296.79212288729923	99839	60459	0.2	593.5842457745985	964	964	28	28	1
[2]	[[832.585, 1233.415]]	1	1.0	1.0	2	193.2963856780174	99970	60655	0.2	386.5927713560348	546	546	16	16	1
[2]	[[-124.30000000000001, 367.17570143156297]]	0	0.979810077850971	0.979810077850971	3	310.6728999391154	99994	61231	0.2	934.6589351009428	34359	35067	1021	1042	1
[2]	[[-124.30000000000001, 184.75761467400457]]	0	0.9805506993006993	0.9805506993006993	3	306.57646736728793	99972	61522	0.2	913.3896907841621	13461	13728	403	411	1
[2]	[[533.7476795004693, 1206.8327394787354]]	1	1.0	1.0	2	215.53802318397288	99970	62265	0.2	431.07604636794576	1109	1109	34	34	1
[2]	[[-29.855000000000018, 577.855]]	0	0.9731182795698925	0.9731182795698925	1	305.7054525195106	99994	62852	0.2	311.28177648776426	35114	36084	1089	1119	1
[2]	[[585.7950000000001, 1064.205]]	1	1.0	1.0	1	206.86569999197553	99970	63014	0.2	206.86569999197553	834	834	26	26	1
[2]	[[720.0249116785369, 1343.25]]	1	1.0	1.0	2	198.18205662943842	99970	63014	0.2	396.36411325887684	738	738	23	23	1
[2]	[[343.6760715843162, 421.5425745657804]]	0	0.9719973747538831	0.9719973747538831	1	289.79036738636717	99889	63191	0.2	293.987959232959	4443	4571	139	143	1
[2]	[[-89.12553827601405, 95.99752189604439]]	0	1.0	1.0	2	313.6666082565836	99972	63398	0.2	631.0831508018235	3625	3625	114	114	1
[2]	[[761.47, 1304.53]]	1	1.0	1.0	2	198.18205662943842	99970	64111	0.2	396.36411325887684	717	717	23	23	1
[2]	[[326.83496480649904, 359.46]]	0	1.0	1.0	6	318.49036648039646	99981	64796	0.2	1910.9421988823788	3322	3322	109	109	1
[2]	[[-124.30000000000001, 204.625]]	0	0.9836311553676169	0.9836311553676169	3	315.42378704054784	99994	65398	0.2	929.5768771907099	14422	14662	480	488	1
[2]	[[326.83496480649904, 360.4219217473817]]	0	1.0	1.0	7	318.47650096792233	99981	66120	0.2	2229.3355067754565	3408	3408	116	116	1
[2]	[[22.891870956300217, 83.05504200457567]]	0	1.0	1.0	1	316.9355889374656	99972	66180	0.2	316.919486171832	2435	2435	83	83	1
[2]	[[544.425, 664.345]]	1	1.0	1.0	2	281.0438154594552	99752	66313	0.2	562.0876309189103	320	320	11	11	1
[2]	[[-124.30000000000001, 399.71500000000003]]	0	0.9779913593388015	0.9779913593388015	1	305.7056190882101	99994	66331	0.2	311.2822848150942	31239	31942	1069	1093	1
[2]	[[154.90917633947794, 330.32]]	0	0.9726917359467049	0.9726917359467049	1	310.1791661915813	99994	66348	0.2	310.3424471743458	17667	18163	605	622	1
[2, 0]	[[1082.95, 1311.0320205791604], '6']	1	1.0	1.0	1	163.62219324350812	99274	66415	0.4	163.62219324350812	87	87	3	3	1
[2]	[[733.96, 134.3]]	1	0.1	1.0	1	184.8053353626031	66873	66873	0.2	184.8053353626031	0	0	0	0	1
[2]	[[447.515, 822.485]]	1	0.905	0.905	1	266.5054370046417	99752	66937	0.2	266.5054370046417	543	600	19	21	1
[2]	[[659.1700000000001, 134.3]]	1	0.1	1.0	1	189.40375837342714	67042	67042	0.2	189.40375837342714	0	0	0	0	1
[2]	[[-124.30000000000001, 646.48]]	0	0.9661913953053982	0.9661913953053982	1	305.7054525195106	99994	67167	0.2	311.28177648776426	31036	32122	1089	1127	1
[2]	[[422.635, 605.085]]	1	0.5012594458438288	0.5012594458438288	1	302.0916047048133	99849	67388	0.2	302.0916047048133	199	397	7	14	1
[2]	[[799.4, 1316.6]]	1	1.0	1.0	1	198.18205662943842	99970	67523	0.2	198.18205662943842	649	649	23	23	1
[2]	[[330.32, 342.995]]	0	1.0	1.0	2	321.53271470962596	99981	67551	0.2	643.0654294192519	1351	1351	48	48	1
[2]	[[484.75, 1239.81]]	1	1.0	1.0	2	215.53802318397288	99970	68089	0.2	431.07604636794576	938	938	34	34	1
[2]	[[607.4499999999999, 134.3]]	1	0.1	1.0	1	187.317568	68194	68194	0.2	187.317568	0	0	0	0	1
[2]	[[507.565, 134.3]]	1	0.1	1.0	1	219.49690089496252	68506	68506	0.2	219.49690089496252	0	0	0	0	1
[2]	[[330.32, 897.010216058457]]	0	0.8792079207920792	0.8792079207920792	1	295.53992983231706	99981	68727	0.2	301.1749122903963	5328	6060	196	223	1
[3, 2, 4, 0]	['23', [157.85600059146765, 1039.7210661329514], '1', '4']	1	1.0	1.0	2	319.8245442668404	99240	69096	0.8	639.6490885336808	53	53	2	2	1
[2]	[[872.1111770676843, 1414.365]]	1	1.0	1.0	1	183.73767406477953	99970	69451	0.2	183.73767406477953	420	420	16	16	1
[2]	[[453.52000000000004, 1384.48]]	1	0.9726315789473684	0.9726315789473684	1	215.01895560911404	99970	69451	0.2	215.01895560911404	924	950	35	36	1
[2]	[[475.24, 1033.6092743271506]]	1	1.0	1.0	1	221.18200395300923	99970	69469	0.2	221.18200395300923	714	714	27	27	1
[3, 4]	['23', '2']	1	0.16112789526686808	0.16112789526686808	1	324.85634502591336	99914	69532	0.4	324.85634502591336	320	1986	12	75	1
[2]	[[551.935, 1205.18]]	1	1.0	1.0	1	215.53802318397288	99970	69583	0.2	215.53802318397288	894	894	34	34	1
[2, 1]	[[975.096135365101, 1051.74], '2']	1	1.0	1.0	1	193.15853005665141	99970	69926	0.4	193.15853005665141	131	131	5	5	1
[2]	[[125.05122653188096, 204.625]]	0	0.9862397459645409	0.9862397459645409	1	314.33849704318806	99994	70076	0.2	308.67312130398506	7454	7558	287	291	1
[2]	[[740.03, 134.3]]	1	0.1	1.0	1	198.5857573611569	70270	70270	0.2	198.5857573611569	0	0	0	0	1
[2, 0]	[[-124.30000000000001, -89.12553827601405], '4']	0	0.1	1.0	1	316.03092710493377	70793	70793	0.4	316.03092710493377	0	0	0	0	1
[2]	[[-62.04073163429695, 83.05504200457567]]	0	1.0	1.0	1	316.3139135217484	99972	71165	0.2	316.1423919021855	2281	2281	91	91	1
[2]	[[265.93732954447296, 330.32]]	0	0.9608763693270735	0.9608763693270735	1	285.5774670041281	99939	71192	0.2	287.9718337551601	5526	5751	221	230	1
[3, 4, 2]	['23', '1', [7.444999999999993, 356.555]]	1	0.09220985691573927	0.09220985691573927	1	309.580371762189	99827	71400	0.6	309.580371762189	174	1887	7	76	1
[2, 4, 3]	[[485.41499999999996, 692.9937489745384], '1', '23']	1	0.1	1.0	1	301.84487457402923	71562	71562	0.6	301.84487457402923	0	0	0	0	1
[2]	[[223.17403463832153, 246.345]]	0	1.0	1.0	6	332.53975833887785	99954	71587	0.2	1995.238550033267	1901	1901	77	77	1
[3, 4, 0]	['23', '1', '4']	1	0.1140625	0.1140625	1	308.50368329180856	99804	71592	0.6	308.50368329180856	73	640	3	26	1
[2, 3]	[[244.12, 1060.4929503278245], '23']	1	0.2389937106918239	0.2389937106918239	2	338.4608497965985	99898	71996	0.4	676.921699593197	342	1431	14	59	1
[2]	[[883.4449999999999, 1319.6838276481042]]	1	1.0	1.0	1	183.73767406477953	99970	72393	0.2	183.73767406477953	383	383	16	16	1
[2]	[[447.515, 605.085]]	1	0.7473684210526316	0.7473684210526316	1	295.97292921900197	99752	72566	0.2	295.97292921900197	142	190	6	8	1
[2]	[[-124.30000000000001, 531.645]]	0	0.9748484848484849	0.9748484848484849	1	305.7054525195106	99994	72775	0.2	311.28177648776426	25736	26400	1089	1117	1
[2, 3]	[[397.795, 735.5634432302004], '23']	1	1.0	1.0	2	340.52549730343947	99849	72988	0.4	681.0509946068789	95	95	4	4	1
[2]	[[56.14499999999998, 663.855]]	0	0.964292721208554	0.964292721208554	1	305.60258188954333	99994	73137	0.2	310.967840239085	24575	25485	1054	1093	1
[3, 2, 4]	['23', [244.12, 485.41499999999996], '1']	1	1.0	1.0	9	329.3888880722877	99827	73236	0.6	2964.49999265059	116	116	5	5	1
[2]	[[-124.30000000000001, 670.69]]	0	0.9655132729783643	0.9655132729783643	1	305.7054525195106	99994	73376	0.2	311.28177648776426	25169	26068	1089	1128	1
[2]	[[48.61996738340146, 844.4351512941151]]	0	0.95864602876798	0.95864602876798	1	305.70689231170593	99994	73422	0.2	311.28617038484464	24526	25584	1063	1109	1
[2]	[[-45.670000000000016, 445.67]]	0	0.9765637308964865	0.9765637308964865	1	305.7054525195106	99994	73724	0.2	311.28177648776426	24793	25388	1087	1113	1
[2]	[[-33.50500000000005, 703.5050000000001]]	0	0.9645232815964523	0.9645232815964523	1	305.7054525195106	99994	73770	0.2	311.28177648776426	24795	25707	1089	1129	1
[2]	[[-124.30000000000001, 76.28908538118556]]	0	1.0	1.0	2	316.287117331055	99972	73833	0.2	632.2177933276375	1838	1838	81	81	1
[2]	[[133.46077511176708, 695.25]]	0	0.96060473906091	0.96060473906091	1	305.49815136300253	99994	73929	0.2	310.53545188086434	19824	20637	876	912	1
[2]	[[717.0550000000001, 134.3]]	1	0.1	1.0	1	199.40593714133084	73930	73930	0.2	199.40593714133084	0	0	0	0	1
[2]	[[1003.9545742403175, 1332.76]]	1	1.0	1.0	1	174.1797912408578	99970	73930	0.2	174.1797912408578	292	292	13	13	1
[2]	[[1.8899999999999864, 700.11]]	0	0.9645142296368989	0.9645142296368989	1	305.7054525195106	99994	74006	0.2	311.28177648776426	24571	25475	1089	1129	1
[2]	[[942.425, 134.3]]	1	0.1	1.0	1	174.0431667002826	74047	74047	0.2	174.0431667002826	0	0	0	0	1
[2]	[[722.6800000000001, 1175.9485414670148]]	1	1.0	1.0	1	201.1312102463371	99970	74047	0.2	201.1312102463371	450	450	20	20	1
[2]	[[439.03000000000003, 1188.97]]	1	0.9199029126213593	0.9199029126213593	1	219.93717523548352	99970	74247	0.2	219.93717523548352	758	824	34	37	1
[2]	[[484.75, 1319.6838276481042]]	1	1.0	1.0	1	214.7064735436034	99970	74479	0.2	214.7064735436034	774	774	35	35	1
[2]	[[-5.435000000000002, 757.435]]	0	0.9645989218762572	0.9645989218762572	1	305.7054525195106	99994	74635	0.2	311.28177648776426	23978	24858	1089	1129	1
[2]	[[422.635, 1188.97]]	1	0.8335158817086528	0.8335158817086528	1	239.69164519681883	99970	74870	0.2	239.69164519681883	761	913	35	42	1
[2]	[[-84.21520147483835, 367.17570143156297]]	0	0.9798037576450918	0.9798037576450918	1	310.6728999391154	99994	74875	0.2	311.55297836698094	22268	22727	1021	1042	1
[2]	[[885.145, 134.3]]	1	0.1	1.0	1	214.1198484694164	75082	75082	0.2	214.1198484694164	0	0	0	0	1
[2]	[[1007.075, 134.3]]	1	0.1	1.0	1	191.727064344521	75199	75199	0.2	191.727064344521	0	0	0	0	1
[2, 3]	[[397.795, 1100.5574803178467], '23']	1	1.0	1.0	2	340.52549725391947	99849	75292	0.4	681.0509945078389	87	87	4	4	1
[2]	[[56.515000000000015, 431.485]]	0	0.9767564945088872	0.9767564945088872	1	305.6026931558762	99994	75680	0.2	310.96817979698557	22146	22673	1049	1074	1
[2]	[[-124.30000000000001, 113.82111093203585]]	0	0.9937425506555423	0.9937425506555423	1	312.31821625681414	99972	75708	0.2	313.43471290127206	3335	3356	158	159	1
[2]	[[-124.30000000000001, 533.2950000000001]]	0	0.9749946932710677	0.9749946932710677	1	305.7054525195106	99994	75708	0.2	311.28177648776426	22966	23555	1089	1117	1
[2]	[[541.005, 1096.995]]	1	1.0	1.0	1	216.05874101923013	99970	75974	0.2	216.05874101923013	624	624	30	30	1
[2]	[[533.7476795004693, 1211.485]]	1	1.0	1.0	1	215.53802318397288	99970	76030	0.2	215.53802318397288	704	704	34	34	1
[2]	[[849.935, 1380.065]]	1	1.0	1.0	1	188.19920712878948	99970	76030	0.2	188.19920712878948	353	353	17	17	1
[2]	[[-124.30000000000001, 622.1671586712223]]	0	0.9696344086021506	0.9696344086021506	1	305.7054525195106	99994	76150	0.2	311.28177648776426	22544	23250	1089	1123	1
[2]	[[515.4698126701506, 1296.9031651865132]]	1	1.0	1.0	1	215.53802318397288	99970	76153	0.2	215.53802318397288	700	700	34	34	1
[3, 2, 4, 1]	['23', [157.85600059146765, 340.02], '1', '2']	1	0.2192513368983957	0.2192513368983957	1	327.5351942387109	99827	76200	0.8	327.5351942387109	123	561	6	27	1
[2]	[[359.74, 363.13293947794824]]	0	1.0	1.0	2	295.5487308398732	99103	76207	0.2	591.0974616797464	475	475	23	23	1
[2]	[[539.125, 134.3]]	1	0.1	1.0	1	208.8627998610065	76313	76313	0.2	208.8627998610065	0	0	0	0	1
[2]	[[647.865, 1152.135]]	1	1.0	1.0	2	203.97091958085792	99970	76495	0.2	407.94183916171585	447	447	22	22	1
[2]	[[1213.2203217030228, 1321.3899999999999]]	1	1.0	1.0	1	83.72344450942894	99391	76495	0.2	83.72344450942894	20	20	1	1	1
[2]	[[-120.16130872129034, 76.28908538118556]]	0	1.0	1.0	3	316.287117331055	99972	76639	0.2	948.3266899914563	1644	1644	81	81	1
[2]	[[-124.30000000000001, 367.39]]	0	0.9797807204898191	0.9797807204898191	1	310.6728999391154	99994	76699	0.2	311.55297836698094	20643	21069	1021	1042	1
[2, 3]	[[422.635, 516.2225834823769], '23']	1	1.0	1.0	4	350.3702983763977	99849	76809	0.4	1401.481193505591	40	40	2	2	1
[2]	[[397.795, 1100.5574803178467]]	1	0.6271808999081726	0.6271808999081726	2	251.0224293955117	99970	76809	0.2	502.0448587910234	683	1089	34	54	1
[2]	[[585.7950000000001, 1386.53]]	1	1.0	1.0	2	204.07038859496802	99970	76838	0.2	408.14077718993605	642	642	32	32	1
[2]	[[228.64302587315692, 339.0155909607874]]	0	0.9705133360139392	0.9705133360139392	1	294.9994138585392	99954	76942	0.2	299.74926732317397	7241	7461	362	373	1
[2]	[[616.6518231790826, 1175.9485414670148]]	1	1.0	1.0	2	206.3613896846681	99970	77126	0.2	412.7227793693362	516	516	26	26	1
[3, 2, 0]	['23', [157.85600059146765, 485.41499999999996], '4']	1	0.5	0.5	3	321.16675303590097	99240	77160	0.6	963.500259107703	79	158	4	8	1
[2]	[[422.635, 913.2049999999999]]	1	0.7741407528641571	0.7741407528641571	3	262.7171948408309	99878	77174	0.2	788.1515845224928	473	611	24	31	1
[2]	[[287.60679703828936, 339.0155909607874]]	0	0.9800605754669359	0.9800605754669359	1	290.69116306588074	99939	77185	0.2	294.36395383235094	3883	3962	196	200	1
[2]	[[689.215, 1388.505]]	1	1.0	1.0	1	198.18205662943842	99970	77221	0.2	198.18205662943842	453	453	23	23	1
